mean_constant,lengthscale,outputscale,noise,iteration
-5.324598082061533e-08,0.5926149680386241,0.9999998616010558,1.3993462199350717e-07,1
0.004489801614308632,1.2948120983931577,1.0008002868152466,1.3935555165700638e-07,2
0.0036266408481274463,0.021612968041259523,0.9853961099014741,9.163690249170949e-07,3
-0.0007867188693788828,0.02104697527450598,0.9988645580228293,8.998626720436599e-07,4
8.833869936344046e-06,0.02104401378379655,0.9999798922577663,9.006054226821781e-07,5
3.111370738532494e-06,0.02104399808581469,1.0000067949491986,9.0062831102057e-07,6
1.9942789125871775e-07,0.02104399800261299,1.0000002715471574,9.006221919180987e-07,7
-4.495905755267187e-09,0.02104399800217206,0.9999991552767138,9.006211578916992e-07,8
-1.5721306930568679e-09,0.021043998002169755,0.9999990952056758,9.006211028105367e-07,9
1.1119448996817041e-10,0.021043998002169755,0.9999990990783187,9.006211063283459e-07,10
-8.387879086810694e-12,0.021043998002169755,0.9999990994105397,9.006211066269853e-07,11
4.591546875032338e-13,0.021043998002169755,0.9999990993779044,9.006211065979369e-07,12
2.6148137631188122e-14,0.021043998002169755,0.9999990993788714,9.006211065987863e-07,13
-5.847988647795726e-15,0.021043998002169755,0.9999990993788981,9.006211065988087e-07,14
-9.123149328000122e-15,0.021043998002169755,0.9999990993788933,9.006211065988023e-07,15
-7.213319781213442e-15,0.021043998002169755,0.9999990993788932,9.006211065988023e-07,16
-1.2740548097012829e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,17
-1.0372115013500876e-15,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,18
1.916305277951056e-15,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,19
-2.6643655959775615e-15,0.021043998002169755,0.9999990993788932,9.006211065988023e-07,20
-1.343218961091099e-15,0.021043998002169755,0.9999990993788932,9.006211065988023e-07,21
2.823317262437471e-15,0.021043998002169755,0.9999990993788929,9.006211065988023e-07,22
-1.2192163375343176e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,23
-1.0112225193549442e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,24
-2.2528988459868732e-14,0.021043998002169755,0.9999990993788933,9.006211065988023e-07,25
-2.381704576961359e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,26
-1.4456641493005686e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,27
-1.9018979566283922e-14,0.021043998002169755,0.9999990993788934,9.006211065988023e-07,28
-3.676824680488299e-14,0.021043998002169755,0.9999990993788933,9.006211065988023e-07,29
-3.05382860133598e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,30
-1.668011381080317e-14,0.021043998002169755,0.9999990993788934,9.006211065988023e-07,31
1.8707141687444817e-15,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,32
-9.974667252567237e-15,0.021043998002169755,0.9999990993788934,9.006211065988023e-07,33
-1.854489239469016e-14,0.021043998002169755,0.9999990993788933,9.006211065988023e-07,34
-2.100575138773592e-15,0.021043998002169755,0.9999990993788938,9.006211065988023e-07,35
9.282061069051653e-15,0.021043998002169755,0.9999990993788929,9.006211065988023e-07,36
-1.3083538736000344e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,37
-1.669147524661579e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,38
6.362309404845868e-15,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,39
3.0351190081494644e-14,0.021043998002169755,0.9999990993788938,9.006211065988023e-07,40
8.38345071671125e-15,0.021043998002169755,0.9999990993788938,9.006211065988023e-07,41
-2.136713404455174e-15,0.021043998002169755,0.9999990993788932,9.006211065988023e-07,42
1.2619862399807728e-14,0.021043998002169755,0.9999990993788939,9.006211065988023e-07,43
1.4459473375787192e-14,0.021043998002169755,0.9999990993788934,9.006211065988023e-07,44
-2.5929962451345372e-14,0.021043998002169755,0.9999990993788934,9.006211065988023e-07,45
-4.344651224060348e-15,0.021043998002169755,0.9999990993788934,9.006211065988023e-07,46
-7.71493743212491e-15,0.021043998002169755,0.9999990993788938,9.006211065988023e-07,47
-9.61457755260125e-16,0.021043998002169755,0.9999990993788934,9.006211065988023e-07,48
8.810980533011987e-15,0.021043998002169755,0.9999990993788943,9.006211065988023e-07,49
1.5469998697803126e-14,0.021043998002169755,0.9999990993788933,9.006211065988023e-07,50
1.039413396202062e-14,0.021043998002169755,0.9999990993788932,9.006211065988023e-07,51
1.0097692965491063e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,52
-3.064093723353115e-14,0.021043998002169755,0.9999990993788941,9.006211065988023e-07,53
-3.5044319981829476e-16,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,54
-7.616526339137877e-15,0.021043998002169755,0.9999990993788934,9.006211065988023e-07,55
1.2914141879561744e-14,0.021043998002169755,0.9999990993788938,9.006211065988023e-07,56
1.7758934930031415e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,57
1.1366994976892839e-14,0.021043998002169755,0.9999990993788934,9.006211065988023e-07,58
1.6716205056453593e-14,0.021043998002169755,0.9999990993788938,9.006211065988023e-07,59
1.3394527941945914e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,60
-2.4597948926082577e-15,0.021043998002169755,0.9999990993788934,9.006211065988023e-07,61
-3.5107659518868653e-14,0.021043998002169755,0.9999990993788938,9.006211065988023e-07,62
-5.5462031309652485e-14,0.021043998002169755,0.9999990993788936,9.006211065988023e-07,63
-3.2459900282164167e-08,0.021043998002169755,0.9999990993788939,9.006211065988023e-07,64
0.008789742028673575,0.021043998002169755,0.9996319256213462,9.004672300174157e-07,65
0.0008685181745001124,0.021043998002169755,0.9999731776506926,9.006125681276227e-07,66
7.277924090183008e-05,0.021043998002169755,0.9999967294755647,9.006223689480848e-07,67
-5.339067805926604e-06,0.021043998002169755,0.9999989066748408,9.006232574419279e-07,68
-3.944754607117281e-07,0.021043998002169755,0.9999991025235911,9.006233358144562e-07,69
2.6465901545744822e-08,0.021043998002169755,0.9999991001545008,9.006233348798789e-07,70
3.1831154971579913e-10,0.021043998002169755,0.9999990993042989,9.00623334552102e-07,71
1.7669911693898705e-10,0.021043998002169755,0.9999990993813513,9.006233345812755e-07,72
-2.919836647222506e-12,0.021043998002169755,0.9999990993766139,9.006233345795127e-07,73
