mean_constant,lengthscale,outputscale,noise,nu,iteration
-0.0005709294324778502,0.5829795352493101,0.9999343560133305,9.545756384536753e-06,2.5,1
-0.1202270055395735,1.590032578651255,1.0101249600881108,7.520027257854437e-07,2.5,2
-0.21370935511611064,2.6896070454810888,1.2504958996677022,1.63781266288707e-07,2.5,3
-0.2658005153699013,1.6702915554711293,0.9490977307894808,1.0670210912083248e-07,2.5,4
-0.3882000566823357,1.98640773597901,0.9234601994279832,8.137858886139487e-08,2.5,5
-0.4320747434613707,1.8830847086907847,0.848750503928686,6.598533403340025e-08,2.5,6
-0.4770981709495619,1.8008817925041833,0.784921425791253,5.7614995133248287e-08,2.5,7
-0.49958852682886984,1.588007931544798,0.7413886659800322,5.397151999666751e-08,2.5,8
-0.49564277749359037,1.495067267150587,0.7043874494248749,5.1662546609557875e-08,2.5,9
-0.5499102773922716,1.5346345467470626,0.6624066919320688,4.930877230281263e-08,2.5,10
-0.6080635621022896,1.5377418366769324,0.6313029362821393,4.4442339357897004e-08,2.5,11
-0.5797912283998006,1.31908719052565,0.6409462916902745,4.469212042150259e-08,2.5,12
-0.5822788335648984,1.155848909110238,0.5925748808187568,5.086510469831825e-08,2.5,13
-0.5662222750810589,1.1112720810292582,0.6181574666999344,7.456658676375548e-08,2.5,14
-0.5794930186099368,1.02668823459064,0.6036488665082821,2.2711995953764585e-07,2.5,15
-0.7049978375101789,1.402346437898007,0.537917978215012,0.0099238290695026,2.5,16
-0.7226943719390083,1.3554525414240226,0.5301447166961812,0.009999255235684033,2.5,17
-0.7565755763581917,1.3776923193203041,0.5164538951128399,0.009999297286585291,2.5,18
-0.7911666642079187,1.412030200949569,0.5032074107611468,0.009999319989956098,2.5,19
-0.8238385110356853,1.4448653908104727,0.4930334840197593,0.00999934138649122,2.5,20
-0.8557038334245283,1.4685923454942984,0.48350755051662064,0.009999362045966504,2.5,21
-0.8614935219794951,1.356103630694645,0.4949628972359629,0.009999380364142897,2.5,22
-0.8868853597755885,1.3572492312986213,0.4760263989260448,0.009999398109905779,2.5,23
-0.9183678258331174,1.3856282877783452,0.46672398263612547,0.009999415785765417,2.5,24
-0.9491697578630831,1.4104024727405913,0.4585033248490792,0.009999432869039598,2.5,25
-0.9783216819285836,1.4331097809184512,0.4514718931759297,0.00999944914583404,2.5,26
-0.9669655541687274,1.3263242703192106,0.47646812061932353,0.009999463416401741,2.5,27
-0.9924746028990702,1.33499062962972,0.460129112073246,0.009999477198288366,2.5,28
-1.0194435596394662,1.3402780623365742,0.45469008509997977,0.009999491839502207,2.5,29
-1.0371374323118767,1.3387062431095746,0.4466425918243808,0.009999508549873927,2.5,30
-1.060494449058825,1.3539371086059286,0.43714034291237985,0.009999526969039645,2.5,31
-1.0868520534823196,1.3770939316501425,0.43207119506223907,0.009999545462090587,2.5,32
-1.1130330680667981,1.397897276254069,0.42766083431978547,0.009999563549456891,2.5,33
-1.1336644154411877,1.4102893713109663,0.42407668127534615,0.009999580049741,2.5,34
-1.1534586899176638,1.424592580744498,0.42089137963531703,0.009999595164343471,2.5,35
-1.172123914999886,1.4146743235790227,0.4194527910803953,0.009999609400360569,2.5,36
-1.1923426607190446,1.4115062176964543,0.41168921858567575,0.009999622970838786,2.5,37
-1.2154802223652221,1.428085577311971,0.40918630440958736,0.009999635660124472,2.5,38
-1.2371656860923919,1.4433012331961863,0.40590041253182585,0.009999647820788419,2.5,39
-1.255713941607647,1.4502164530898976,0.40382011173934546,0.009999659673252182,2.5,40
-1.2705395965112267,1.43633317820758,0.4010740912159186,0.009999671924540522,2.5,41
-1.2839698021635257,1.4124094388172237,0.3962677875311067,0.009999685323497123,2.5,42
-1.3045378301357513,1.4269210021466838,0.394242178748069,0.009999698371708513,2.5,43
-1.3231096495606447,1.4343272071775846,0.39401485788368856,0.009999710829076101,2.5,44
-1.3437003294875653,1.4473475623820373,0.3920665044725671,0.009999722630867939,2.5,45
-1.3633080249923184,1.4620771793685907,0.3906631745511834,0.009999733648059476,2.5,46
-1.3819140997683539,1.4713570878274091,0.38964516443446173,0.009999743820717832,2.5,47
-1.3899510846102119,1.444477358673541,0.39241197895595376,0.009999753421797016,2.5,48
-1.382701113207147,1.3388000965567812,0.38006468112228764,0.009999763261638211,2.5,49
-1.4050721653068796,1.3565496891796975,0.37751931706708336,0.009999772881646614,2.5,50
-1.415469873260876,1.3353628631946846,0.3766163883784237,0.009999781217130667,2.5,51
-1.4336889465175704,1.3461294598491056,0.3745328630898018,0.009999788889691368,2.5,52
-1.4502794446810903,1.3538637991157647,0.3734422573120144,0.00999979599652604,2.5,53
-1.4667183238600112,1.3621247434541492,0.37259665979190976,0.00999980257297964,2.5,54
-1.4810002410160903,1.3632800293926481,0.3726951969871354,0.009999808655200889,2.5,55
-1.4967540689692982,1.3731259586347924,0.372864839310202,0.009999814324553366,2.5,56
-1.511777078473686,1.3845687765370638,0.3741837016391382,0.009999819712791578,2.5,57
-1.5279004560394736,1.3951646368106856,0.3731637529878178,0.009999824817656024,2.5,58
-1.5440149765837976,1.4090296745961832,0.3730946985000416,0.009999829692180488,2.5,59
-1.5594206502348935,1.4145272689141575,0.37140083809558017,0.009999834314743935,2.5,60
-1.5739597368270832,1.415241672427299,0.3692844150702502,0.009999838656398623,2.5,61
-1.5899010613621254,1.4256451400942496,0.36878923296352234,0.00999984276742378,2.5,62
-1.6040305860181898,1.4283897871258198,0.36766144354150543,0.009999846721147943,2.5,63
-1.6191451931346346,1.4364193034959734,0.3669289594794942,0.009999850464297909,2.5,64
-1.6329471370061064,1.4344914040240797,0.365414820141271,0.009999854075859483,2.5,65
-1.6457758438723038,1.4272461179667038,0.36305911254646817,0.009999857638061101,2.5,66
-1.649512936222344,1.3894600299485778,0.36591660011819127,0.00999986147877709,2.5,67
-1.6602274865216493,1.3737164085067786,0.3586086510278858,0.009999865652412001,2.5,68
-1.6748038564075924,1.3821898453860795,0.3575261609303152,0.009999869732181949,2.5,69
-1.6860882842887714,1.3771142236049483,0.36152889061177995,0.00999987388373343,2.5,70
-1.6810325049158856,1.3125718020126955,0.35636819395972696,0.009999878640840952,2.5,71
-1.689595132187784,1.3156942346007074,0.35682549381700246,0.009999883553602906,2.5,72
-1.7072146711661498,1.3288986048880618,0.3569901032349475,0.009999888415514165,2.5,73
-1.7127467132251024,1.316310499181882,0.3591277847344485,0.009999892708794507,2.5,74
-1.7245619865549087,1.320817940936563,0.3597054072338831,0.009999896574104425,2.5,75
-1.7371543227411375,1.3273792792916335,0.3595360847604031,0.009999900161087542,2.5,76
-1.7504067307839135,1.3267206106229998,0.3584483131817844,0.009999903561984845,2.5,77
-1.7462692229886743,1.2523839113510047,0.3567324280779013,0.009999907315755494,2.5,78
-1.7591621587739847,1.2588271011424286,0.35408093033347465,0.009999911185648613,2.5,79
