iteration,best_obj_val
1,-188555.42112068326
2,-133832.10169220477
3,-133832.10169220477
4,-133832.10169220477
5,-133832.10169220477
6,-133832.10169220477
7,-133832.10169220477
8,-133832.10169220477
9,-133832.10169220477
10,-133832.10169220477
11,-133832.10169220477
12,-133832.10169220477
13,-133832.10169220477
14,-132403.35539784643
15,-132403.35539784643
16,-59972.434424474384
17,-59972.434424474384
18,-59972.434424474384
19,-59972.434424474384
20,-59972.434424474384
21,-57848.95972209722
22,-57848.95972209722
23,-47908.75646936439
24,-47908.75646936439
25,-46964.40322541396
26,-46819.54033657403
27,-41615.027131037015
28,-41615.027131037015
29,-41615.027131037015
30,-41615.027131037015
31,-41615.027131037015
32,-41615.027131037015
33,-39277.078317027495
34,-39277.078317027495
35,-39277.078317027495
36,-39277.078317027495
37,-39277.078317027495
38,-39277.078317027495
39,-36306.09824742843
40,-36306.09824742843
41,-36306.09824742843
42,-31356.211835653423
43,-31356.211835653423
44,-30600.491617710428
45,-29958.3848684899
46,-29958.3848684899
47,-29958.3848684899
48,-29958.3848684899
49,-29958.3848684899
50,-25819.59027361691
51,-25819.59027361691
52,-25819.59027361691
53,-25819.59027361691
54,-25819.59027361691
55,-23743.916394881144
56,-23743.916394881144
57,-23743.916394881144
58,-23743.916394881144
59,-23743.916394881144
60,-23743.916394881144
61,-23743.916394881144
62,-23743.916394881144
63,-23743.916394881144
64,-23743.916394881144
65,-22048.970192755827
66,-22048.970192755827
67,-22048.970192755827
68,-22048.970192755827
69,-21471.81509403052
70,-21471.81509403052
71,-21471.81509403052
72,-21471.81509403052
73,-21471.81509403052
74,-20181.384089438834
75,-20181.384089438834
76,-20181.384089438834
77,-20181.384089438834
78,-18897.46817661412
79,-18582.44456460828
80,-18320.367727753674
81,-18320.367727753674
82,-18015.984475271845
83,-18015.984475271845
84,-18015.984475271845
85,-15976.02146927884
86,-15976.02146927884
87,-15976.02146927884
88,-15976.02146927884
89,-15976.02146927884
90,-15976.02146927884
91,-15976.02146927884
92,-15976.02146927884
93,-15476.7597980982
94,-15476.7597980982
95,-15476.7597980982
96,-15354.161920551242
97,-14377.609969251404
98,-14377.609969251404
99,-14377.609969251404
100,-14377.609969251404
101,-14377.609969251404
102,-14377.609969251404
103,-14137.826237604357
104,-14137.826237604357
105,-14137.826237604357
106,-14137.826237604357
107,-13105.876559781454
108,-13105.876559781454
109,-13105.876559781454
110,-13105.876559781454
111,-13105.876559781454
112,-13029.53556507634
113,-13029.53556507634
114,-11505.485634841918
115,-11505.485634841918
116,-11351.870000690973
117,-11318.386315700309
118,-10802.40452923854
119,-10802.40452923854
120,-10799.239700873668
121,-10799.239700873668
122,-10799.239700873668
123,-10799.239700873668
124,-10799.239700873668
125,-10298.198352603582
126,-10298.198352603582
127,-10298.198352603582
128,-10298.198352603582
129,-10015.146066556857
130,-10015.146066556857
131,-10015.146066556857
132,-10015.146066556857
133,-9942.53906613533
134,-9806.127023262821
135,-9679.39866099398
136,-9679.39866099398
137,-9679.39866099398
138,-9679.39866099398
139,-9419.699898525152
140,-9419.699898525152
141,-9419.699898525152
142,-9419.699898525152
143,-9419.699898525152
144,-9419.699898525152
145,-9285.355769198899
146,-9285.355769198899
147,-9285.355769198899
148,-9202.808854273115
149,-9202.808854273115
150,-9202.808854273115
151,-9202.808854273115
152,-9196.526906057004
153,-9196.526906057004
154,-9196.526906057004
155,-9091.994786737574
156,-9091.994786737574
157,-9091.994786737574
158,-9004.673120109364
159,-9004.673120109364
160,-9004.673120109364
161,-8828.23057912343
162,-8828.23057912343
163,-8828.23057912343
164,-8828.23057912343
165,-8688.713497227129
166,-8688.713497227129
167,-8688.713497227129
168,-8688.713497227129
169,-8688.713497227129
170,-8628.752619478326
171,-8607.556390038824
172,-8461.092289208873
173,-8461.092289208873
174,-8414.812311161604
175,-8414.812311161604
176,-8414.812311161604
177,-8414.812311161604
178,-8414.812311161604
179,-8398.56110709938
180,-8282.712621472263
181,-8282.712621472263
182,-8282.712621472263
183,-8282.712621472263
184,-8282.712621472263
185,-8232.787084954602
186,-8232.787084954602
187,-8232.787084954602
188,-8232.787084954602
189,-8211.258433794288
190,-8205.828379765873
191,-8205.828379765873
192,-8076.294514334984
193,-8076.294514334984
194,-8036.092076831835
195,-8036.092076831835
196,-8036.092076831835
197,-8007.684421194704
198,-8007.684421194704
199,-7994.947576402442
200,-7994.947576402442
201,-7974.56108121403
202,-7974.56108121403
203,-7948.397516502156
204,-7931.311034619395
205,-7931.311034619395
206,-7931.311034619395
207,-7924.911007312165
208,-7905.239483405308
209,-7905.239483405308
210,-7905.239483405308
211,-7905.239483405308
212,-7905.239483405308
213,-7892.625183062479
214,-7892.625183062479
215,-7868.181285953115
216,-7868.181285953115
217,-7868.181285953115
218,-7868.181285953115
219,-2049.529484790923
220,-2049.529484790923
221,-2049.529484790923
222,-2049.529484790923
223,-2049.529484790923
224,-2049.529484790923
225,-2049.529484790923
226,-2049.529484790923
227,-2049.529484790923
228,-2049.529484790923
229,-2049.529484790923
230,-2049.529484790923
231,-2049.529484790923
232,-1950.6603272101263
233,-1950.6603272101263
234,-1950.6603272101263
235,-1950.6603272101263
236,-1950.6603272101263
237,-1950.6603272101263
238,-1950.6603272101263
239,-1950.6603272101263
240,-1950.6603272101263
241,-1950.6603272101263
242,-1950.6603272101263
243,-1950.6603272101263
244,-1950.6603272101263
245,-1950.6603272101263
246,-1950.6603272101263
247,-1919.2150977824544
248,-1919.2150977824544
249,-1886.879392459873
250,-1886.879392459873
251,-1886.879392459873
252,-1886.879392459873
253,-1886.879392459873
254,-1851.8735562457332
255,-1851.8735562457332
256,-1804.3974776897176
257,-1759.2655465872642
258,-1759.2655465872642
259,-1759.2655465872642
260,-1759.2655465872642
261,-1759.2655465872642
262,-1759.2655465872642
263,-1759.2655465872642
264,-1759.2655465872642
265,-1759.2655465872642
266,-1759.2655465872642
267,-1759.2655465872642
268,-1759.2655465872642
269,-1759.2655465872642
270,-1759.2655465872642
271,-1759.2655465872642
272,-1759.2655465872642
273,-1759.2655465872642
274,-1759.2655465872642
275,-1759.2655465872642
276,-1663.2380631165765
277,-1663.2380631165765
278,-1663.2380631165765
279,-1632.083767607622
280,-1632.083767607622
281,-1632.083767607622
282,-1632.083767607622
283,-1499.2224867956297
284,-1499.2224867956297
285,-1499.2224867956297
286,-1499.2224867956297
287,-1495.72693382622
288,-1495.72693382622
289,-1495.72693382622
290,-1495.72693382622
291,-1495.72693382622
292,-1493.0109537246374
293,-1493.0109537246374
294,-1493.0109537246374
295,-1493.0109537246374
296,-1478.7049630414044
297,-1427.404207390259
298,-1427.404207390259
299,-1427.404207390259
300,-1427.404207390259
301,-1401.892156112306
302,-1401.892156112306
303,-1401.892156112306
304,-1398.401277847346
305,-1398.401277847346
306,-1398.401277847346
307,-1394.1873531782392
308,-1334.9591392104694
309,-1334.9591392104694
310,-1334.9591392104694
311,-1334.9591392104694
312,-1334.9591392104694
313,-1334.9591392104694
314,-1334.9591392104694
315,-1334.9591392104694
316,-1334.9591392104694
317,-1254.6055197266253
318,-1254.6055197266253
319,-1254.6055197266253
320,-1254.6055197266253
321,-1254.6055197266253
322,-1204.2177430198951
323,-1204.2177430198951
324,-1204.2177430198951
325,-1204.2177430198951
326,-1204.2177430198951
327,-1204.2177430198951
328,-1204.2177430198951
329,-1204.2177430198951
330,-1204.2177430198951
331,-1188.6906473423396
332,-1188.6906473423396
333,-1188.6906473423396
334,-1188.6906473423396
335,-1188.6906473423396
336,-1188.6906473423396
337,-1188.6906473423396
338,-1188.6906473423396
339,-1188.6906473423396
340,-1188.6906473423396
341,-1183.859271276334
342,-1183.859271276334
343,-1183.859271276334
344,-1183.859271276334
345,-1162.9267856499453
346,-1158.982781629571
347,-1158.982781629571
348,-1158.982781629571
349,-1158.982781629571
350,-1151.6826555004957
351,-1151.6826555004957
352,-1151.6826555004957
353,-1151.6826555004957
354,-1151.6826555004957
355,-1151.6826555004957
356,-1151.4335913409786
357,-1151.4335913409786
358,-1151.4335913409786
359,-1151.4335913409786
360,-1151.344693351328
361,-1151.344693351328
362,-1120.0634330544658
363,-1112.4782899166528
364,-1102.7445120674054
365,-1093.6521948691375
366,-1086.491627997264
367,-1081.0157092161157
368,-1076.9723804766827
369,-1074.3124856794989
370,-1074.3124856794989
371,-1065.001812957916
372,-1059.586126951688
373,-1057.007214427655
374,-1053.8111513139218
375,-1051.1163347459576
376,-1051.1163347459576
377,-1041.2338410638363
378,-1039.0833045125119
379,-1039.0833045125119
380,-1027.5682964059608
381,-1027.5682964059608
382,-1022.0183548425165
383,-1022.0183548425165
384,-1022.0183548425165
385,-1021.2305673646351
386,-1014.8130599959627
387,-1014.8130599959627
388,-1014.8130599959627
389,-1014.8130599959627
390,-1005.5591619448538
391,-1005.5591619448538
392,-1005.5591619448538
393,-1001.1142014049033
394,-1001.1142014049033
395,-1001.1142014049033
396,-989.504262202631
397,-989.504262202631
398,-987.6807935552874
399,-987.6807935552874
400,-987.6807935552874
