seed,kernel,iteration,best_obj_val
1,rbf,1,-21.067559400471655
1,rbf,2,-21.067559400471655
1,rbf,3,-21.067559400471655
1,rbf,4,-21.067559400471655
1,rbf,5,-21.067559400471655
1,rbf,6,-21.067559400471655
1,rbf,7,-21.067559400471655
1,rbf,8,-21.067559400471655
1,rbf,9,-21.067559400471655
1,rbf,10,-21.067559400471655
1,rbf,11,-21.067559400471655
1,rbf,12,-21.067559400471655
1,rbf,13,-21.067559400471655
1,rbf,14,-21.067559400471655
1,rbf,15,-21.067559400471655
1,rbf,16,-21.067559400471655
1,rbf,17,-21.067559400471655
1,rbf,18,-21.067559400471655
1,rbf,19,-21.067559400471655
1,rbf,20,-21.067559400471655
1,rbf,21,-21.067559400471655
1,rbf,22,-21.067559400471655
1,rbf,23,-21.067559400471655
1,rbf,24,-21.067559400471655
1,rbf,25,-21.067559400471655
1,rbf,26,-21.067559400471655
1,rbf,27,-21.067559400471655
1,rbf,28,-21.067559400471655
1,rbf,29,-21.067559400471655
1,rbf,30,-21.067559400471655
1,rbf,31,-21.067559400471655
1,rbf,32,-21.067559400471655
1,rbf,33,-20.46412836402366
1,rbf,34,-20.46412836402366
1,rbf,35,-20.46412836402366
1,rbf,36,-20.46412836402366
1,rbf,37,-20.46412836402366
1,rbf,38,-20.46412836402366
1,rbf,39,-20.46412836402366
1,rbf,40,-20.46412836402366
1,rbf,41,-20.46412836402366
1,rbf,42,-20.115017229841126
1,rbf,43,-20.115017229841126
1,rbf,44,-20.115017229841126
1,rbf,45,-20.115017229841126
1,rbf,46,-20.115017229841126
1,rbf,47,-20.115017229841126
1,rbf,48,-20.115017229841126
1,rbf,49,-19.030447245898284
1,rbf,50,-19.030447245898284
1,rbf,51,-19.030447245898284
1,rbf,52,-18.89894615191149
1,rbf,53,-18.723072098743
1,rbf,54,-18.723072098743
1,rbf,55,-18.723072098743
1,rbf,56,-18.723072098743
1,rbf,57,-18.723072098743
1,rbf,58,-18.723072098743
1,rbf,59,-18.480385052810092
1,rbf,60,-18.223903090123986
1,rbf,61,-18.223903090123986
1,rbf,62,-18.223903090123986
1,rbf,63,-18.20601589610727
1,rbf,64,-18.20601589610727
1,rbf,65,-17.30083795890458
1,rbf,66,-16.893474349393628
1,rbf,67,-16.893474349393628
1,rbf,68,-16.893474349393628
1,rbf,69,-16.51494226563486
1,rbf,70,-16.23076723598699
1,rbf,71,-16.23076723598699
1,rbf,72,-16.23076723598699
1,rbf,73,-16.23076723598699
1,rbf,74,-16.190984556104436
1,rbf,75,-16.190984556104436
1,rbf,76,-16.190984556104436
1,rbf,77,-16.190984556104436
1,rbf,78,-16.190984556104436
1,rbf,79,-16.13334333270008
1,rbf,80,-16.13334333270008
1,rbf,81,-16.13334333270008
1,rbf,82,-16.13334333270008
1,rbf,83,-15.956895675560244
1,rbf,84,-15.956895675560244
1,rbf,85,-15.956895675560244
1,rbf,86,-15.956895675560244
1,rbf,87,-15.956895675560244
1,rbf,88,-15.956895675560244
1,rbf,89,-15.956895675560244
1,rbf,90,-15.956895675560244
1,rbf,91,-15.956895675560244
1,rbf,92,-15.956895675560244
1,rbf,93,-15.725422700784351
1,rbf,94,-15.725422700784351
1,rbf,95,-14.795411354157668
1,rbf,96,-14.38469343370592
1,rbf,97,-14.38469343370592
1,rbf,98,-14.38469343370592
1,rbf,99,-14.203061940049267
1,rbf,100,-14.203061940049267
2,rbf,1,-21.075612225485717
2,rbf,2,-21.075612225485717
2,rbf,3,-21.075612225485717
2,rbf,4,-21.075612225485717
2,rbf,5,-21.075612225485717
2,rbf,6,-21.075612225485717
2,rbf,7,-21.075612225485717
2,rbf,8,-21.075612225485717
2,rbf,9,-21.075612225485717
2,rbf,10,-21.075612225485717
2,rbf,11,-21.075612225485717
2,rbf,12,-21.075612225485717
2,rbf,13,-21.075612225485717
2,rbf,14,-21.075612225485717
2,rbf,15,-21.075612225485717
2,rbf,16,-21.075612225485717
2,rbf,17,-21.075612225485717
2,rbf,18,-21.075612225485717
2,rbf,19,-21.075612225485717
2,rbf,20,-21.075612225485717
2,rbf,21,-21.075612225485717
