seed,kernel,iteration,best_obj_val
4,rbf,24,-21.03526390458227
4,rbf,25,-21.03526390458227
4,rbf,26,-21.03526390458227
4,rbf,27,-21.03526390458227
4,rbf,28,-21.03526390458227
4,rbf,29,-21.03526390458227
4,rbf,30,-20.857310108140755
4,rbf,31,-20.857310108140755
4,rbf,32,-20.22995220034976
4,rbf,33,-20.22995220034976
4,rbf,34,-20.22995220034976
4,rbf,35,-20.22995220034976
4,rbf,36,-19.902909214025588
4,rbf,37,-19.902909214025588
4,rbf,38,-19.902909214025588
4,rbf,39,-19.902909214025588
4,rbf,40,-19.902909214025588
4,rbf,41,-19.902909214025588
4,rbf,42,-19.902909214025588
4,rbf,43,-19.902909214025588
4,rbf,44,-19.902909214025588
4,rbf,45,-19.902909214025588
4,rbf,46,-19.902909214025588
4,rbf,47,-19.902909214025588
4,rbf,48,-19.902909214025588
4,rbf,49,-19.902909214025588
4,rbf,50,-19.021859173717267
4,rbf,51,-19.021859173717267
4,rbf,52,-19.021859173717267
4,rbf,53,-19.021859173717267
4,rbf,54,-19.021859173717267
4,rbf,55,-18.354609772833367
4,rbf,56,-18.354609772833367
4,rbf,57,-18.354609772833367
4,rbf,58,-17.916710671031865
4,rbf,59,-17.52086757395431
4,rbf,60,-17.52086757395431
4,rbf,61,-17.445167417950405
4,rbf,62,-17.445167417950405
4,rbf,63,-17.445167417950405
4,rbf,64,-17.445167417950405
4,rbf,65,-17.135713947790155
4,rbf,66,-17.012366929264033
4,rbf,67,-17.012366929264033
4,rbf,68,-17.012366929264033
4,rbf,69,-16.412073807302992
4,rbf,70,-16.412073807302992
4,rbf,71,-16.4076662451569
4,rbf,72,-16.20881472901911
4,rbf,73,-16.20881472901911
4,rbf,74,-16.20881472901911
4,rbf,75,-16.20881472901911
4,rbf,76,-15.499887562953052
4,rbf,77,-15.499887562953052
4,rbf,78,-15.143604278039952
4,rbf,79,-15.143604278039952
4,rbf,80,-15.143604278039952
4,rbf,81,-14.974163109795732
4,rbf,82,-14.974163109795732
4,rbf,83,-14.974163109795732
4,rbf,84,-14.974163109795732
4,rbf,85,-14.974163109795732
4,rbf,86,-14.974163109795732
4,rbf,87,-14.974163109795732
4,rbf,88,-14.974163109795732
4,rbf,89,-14.974163109795732
4,rbf,90,-14.974163109795732
4,rbf,91,-14.974163109795732
4,rbf,92,-14.832847114498712
4,rbf,93,-14.832847114498712
4,rbf,94,-14.832847114498712
4,rbf,95,-14.832847114498712
4,rbf,96,-14.832847114498712
4,rbf,97,-14.737818553556364
4,rbf,98,-14.737818553556364
4,rbf,99,-14.737818553556364
4,rbf,100,-14.470736644271508
5,rbf,1,-21.081131872831588
5,rbf,2,-21.081131872831588
5,rbf,3,-21.081131872831588
5,rbf,4,-21.081131872831588
5,rbf,5,-21.081131872831588
5,rbf,6,-21.081131872831588
5,rbf,7,-21.081131872831588
5,rbf,8,-21.081131872831588
5,rbf,9,-21.081131872831588
5,rbf,10,-21.081131872831588
5,rbf,11,-21.081131872831588
5,rbf,12,-21.081131872831588
5,rbf,13,-21.081131872831588
5,rbf,14,-21.081131872831588
5,rbf,15,-21.081131872831588
5,rbf,16,-21.081131872831588
5,rbf,17,-21.081131872831588
5,rbf,18,-21.081131872831588
5,rbf,19,-21.081131872831588
5,rbf,20,-20.83627791759201
5,rbf,21,-20.83627791759201
5,rbf,22,-20.83627791759201
5,rbf,23,-20.57988179423103
5,rbf,24,-20.57988179423103
5,rbf,25,-20.57988179423103
5,rbf,26,-20.57988179423103
5,rbf,27,-20.57988179423103
5,rbf,28,-20.57988179423103
5,rbf,29,-20.57988179423103
5,rbf,30,-20.57988179423103
5,rbf,31,-20.57988179423103
5,rbf,32,-20.57988179423103
5,rbf,33,-20.57988179423103
5,rbf,34,-20.57988179423103
5,rbf,35,-20.361360652897112
5,rbf,36,-20.361360652897112
5,rbf,37,-20.361360652897112
5,rbf,38,-19.917049090711785
5,rbf,39,-19.917049090711785
5,rbf,40,-19.917049090711785
5,rbf,41,-19.320995059059324
5,rbf,42,-19.320995059059324
5,rbf,43,-19.320995059059324
5,rbf,44,-19.095993230681632
5,rbf,45,-19.095993230681632
5,rbf,46,-19.095993230681632
5,rbf,47,-18.714908668168377
5,rbf,48,-18.714908668168377
5,rbf,49,-18.13353724999142
5,rbf,50,-18.13353724999142
5,rbf,51,-18.082966519473658
5,rbf,52,-18.082966519473658
5,rbf,53,-18.082966519473658
5,rbf,54,-18.082966519473658
5,rbf,55,-17.792205224929095
5,rbf,56,-17.792205224929095
5,rbf,57,-17.792205224929095
5,rbf,58,-17.792205224929095
5,rbf,59,-17.792205224929095
5,rbf,60,-17.792205224929095
5,rbf,61,-17.374118940417965
5,rbf,62,-17.374118940417965
5,rbf,63,-16.93404857200026
5,rbf,64,-16.93404857200026
5,rbf,65,-16.677286405882427
5,rbf,66,-16.677286405882427
5,rbf,67,-16.677286405882427
5,rbf,68,-16.4776698434713
5,rbf,69,-16.4776698434713
5,rbf,70,-16.4776698434713
5,rbf,71,-16.4776698434713
5,rbf,72,-16.4776698434713
5,rbf,73,-16.4776698434713
5,rbf,74,-16.4776698434713
5,rbf,75,-16.36948602767253
5,rbf,76,-16.36948602767253
5,rbf,77,-16.36948602767253
5,rbf,78,-16.36948602767253
5,rbf,79,-16.36948602767253
5,rbf,80,-16.36948602767253
5,rbf,81,-16.36948602767253
5,rbf,82,-16.122867930104814
5,rbf,83,-16.122867930104814
5,rbf,84,-15.626244833409219
5,rbf,85,-15.626244833409219
5,rbf,86,-15.626244833409219
5,rbf,87,-15.626244833409219
5,rbf,88,-15.626244833409219
5,rbf,89,-15.626244833409219
5,rbf,90,-15.626244833409219
5,rbf,91,-15.138629595593535
5,rbf,92,-15.138629595593535
5,rbf,93,-15.138629595593535
5,rbf,94,-15.138629595593535
5,rbf,95,-14.804284049235921
5,rbf,96,-14.804284049235921
5,rbf,97,-14.804284049235921
5,rbf,98,-14.804284049235921
5,rbf,99,-14.712699538073267
5,rbf,100,-14.712699538073267
6,rbf,1,-20.990016207516724
6,rbf,2,-20.990016207516724
6,rbf,3,-20.990016207516724
6,rbf,4,-20.990016207516724
6,rbf,5,-20.990016207516724
6,rbf,6,-20.990016207516724
6,rbf,7,-20.990016207516724
6,rbf,8,-20.990016207516724
6,rbf,9,-20.990016207516724
6,rbf,10,-20.990016207516724
6,rbf,11,-20.990016207516724
6,rbf,12,-20.990016207516724
6,rbf,13,-20.990016207516724
6,rbf,14,-20.990016207516724
6,rbf,15,-20.967824009599877
6,rbf,16,-20.967824009599877
6,rbf,17,-20.967824009599877
6,rbf,18,-20.967824009599877
6,rbf,19,-20.967824009599877
6,rbf,20,-20.967824009599877
6,rbf,21,-20.967824009599877
6,rbf,22,-20.967824009599877
6,rbf,23,-20.36852296026046
6,rbf,24,-20.36852296026046
6,rbf,25,-20.36852296026046
6,rbf,26,-20.36852296026046
6,rbf,27,-20.36852296026046
6,rbf,28,-20.36852296026046
6,rbf,29,-20.36852296026046
6,rbf,30,-20.36852296026046
6,rbf,31,-20.36852296026046
6,rbf,32,-20.36852296026046
6,rbf,33,-20.36852296026046
6,rbf,34,-19.742369755549056
6,rbf,35,-19.742369755549056
6,rbf,36,-19.742369755549056
6,rbf,37,-19.567670019303367
6,rbf,38,-19.567670019303367
6,rbf,39,-19.567670019303367
6,rbf,40,-19.567670019303367
6,rbf,41,-19.567670019303367
6,rbf,42,-19.567670019303367
6,rbf,43,-19.567670019303367
6,rbf,44,-19.567670019303367
6,rbf,45,-19.040992594975567
6,rbf,46,-18.92750697656312
6,rbf,47,-18.92750697656312
6,rbf,48,-18.732351248943004
6,rbf,49,-18.732351248943004
6,rbf,50,-18.732351248943004
6,rbf,51,-18.732351248943004
6,rbf,52,-18.732351248943004
6,rbf,53,-18.305960582720328
6,rbf,54,-18.305960582720328
6,rbf,55,-17.96688327785721
6,rbf,56,-17.96688327785721
6,rbf,57,-17.96688327785721
6,rbf,58,-17.96688327785721
6,rbf,59,-17.96688327785721
6,rbf,60,-17.96688327785721
6,rbf,61,-17.740439637366823
6,rbf,62,-17.740439637366823
6,rbf,63,-17.740439637366823
6,rbf,64,-17.740439637366823
6,rbf,65,-17.740439637366823
6,rbf,66,-17.740439637366823
6,rbf,67,-17.740439637366823
6,rbf,68,-17.740439637366823
6,rbf,69,-17.740439637366823
6,rbf,70,-17.525671833594124
6,rbf,71,-17.46109913378586
6,rbf,72,-17.46109913378586
6,rbf,73,-17.31704992835483
6,rbf,74,-17.31704992835483
6,rbf,75,-17.31704992835483
6,rbf,76,-17.31704992835483
6,rbf,77,-17.31704992835483
6,rbf,78,-17.22891413673969
6,rbf,79,-17.22891413673969
6,rbf,80,-17.22891413673969
6,rbf,81,-17.22891413673969
6,rbf,82,-17.22891413673969
6,rbf,83,-17.22891413673969
6,rbf,84,-17.22891413673969
6,rbf,85,-17.22891413673969
6,rbf,86,-17.22891413673969
6,rbf,87,-17.22891413673969
6,rbf,88,-17.22891413673969
6,rbf,89,-16.762445665878168
6,rbf,90,-16.762445665878168
6,rbf,91,-16.762445665878168
6,rbf,92,-16.68327814138133
6,rbf,93,-16.68327814138133
6,rbf,94,-16.68327814138133
6,rbf,95,-16.54150278225075
6,rbf,96,-16.54150278225075
6,rbf,97,-16.54150278225075
6,rbf,98,-16.54150278225075
6,rbf,99,-16.54150278225075
6,rbf,100,-16.54150278225075
7,rbf,1,-21.147703308830664
7,rbf,2,-21.147703308830664
7,rbf,3,-21.147703308830664
7,rbf,4,-21.147703308830664
7,rbf,5,-21.147703308830664
7,rbf,6,-21.147703308830664
7,rbf,7,-21.147703308830664
7,rbf,8,-21.147703308830664
7,rbf,9,-21.147703308830664
7,rbf,10,-21.147703308830664
7,rbf,11,-21.147703308830664
7,rbf,12,-21.147703308830664
7,rbf,13,-21.147703308830664
7,rbf,14,-21.147703308830664
7,rbf,15,-21.147703308830664
7,rbf,16,-21.147703308830664
7,rbf,17,-21.147703308830664
7,rbf,18,-21.147703308830664
7,rbf,19,-21.147703308830664
7,rbf,20,-21.147703308830664
7,rbf,21,-21.147703308830664
7,rbf,22,-21.147703308830664
7,rbf,23,-21.147703308830664
7,rbf,24,-21.147703308830664
7,rbf,25,-21.147703308830664
7,rbf,26,-21.147703308830664
7,rbf,27,-21.147703308830664
7,rbf,28,-21.147703308830664
7,rbf,29,-20.673155747637978
7,rbf,30,-20.673155747637978
7,rbf,31,-20.673155747637978
7,rbf,32,-20.673155747637978
7,rbf,33,-20.415880424770894
7,rbf,34,-20.415880424770894
7,rbf,35,-20.415880424770894
7,rbf,36,-20.415880424770894
7,rbf,37,-20.415880424770894
7,rbf,38,-19.3076901702363
7,rbf,39,-19.037359960711573
7,rbf,40,-18.973549667729845
7,rbf,41,-18.973549667729845
7,rbf,42,-18.973549667729845
7,rbf,43,-18.973549667729845
7,rbf,44,-18.73397998113752
7,rbf,45,-18.73397998113752
7,rbf,46,-18.73397998113752
7,rbf,47,-18.73397998113752
7,rbf,48,-18.73397998113752
7,rbf,49,-17.460467182595025
7,rbf,50,-17.460467182595025
7,rbf,51,-17.460467182595025
7,rbf,52,-17.460467182595025
7,rbf,53,-17.460467182595025
7,rbf,54,-17.460467182595025
7,rbf,55,-16.910222480369036
7,rbf,56,-16.910222480369036
7,rbf,57,-16.910222480369036
7,rbf,58,-16.583135310545867
7,rbf,59,-16.583135310545867
7,rbf,60,-15.838420177598758
7,rbf,61,-15.838420177598758
7,rbf,62,-15.606583044339285
7,rbf,63,-15.606583044339285
7,rbf,64,-15.606583044339285
7,rbf,65,-15.606583044339285
7,rbf,66,-15.428255643672568
7,rbf,67,-15.428255643672568
7,rbf,68,-15.428255643672568
7,rbf,69,-15.428255643672568
7,rbf,70,-15.428255643672568
7,rbf,71,-15.265115176123842
7,rbf,72,-15.265115176123842
7,rbf,73,-15.030424387563686
7,rbf,74,-15.030424387563686
7,rbf,75,-15.030424387563686
7,rbf,76,-14.805493154838846
7,rbf,77,-14.805493154838846
7,rbf,78,-14.480359583495499
7,rbf,79,-14.480359583495499
7,rbf,80,-14.480359583495499
7,rbf,81,-14.480359583495499
7,rbf,82,-14.480359583495499
7,rbf,83,-14.480359583495499
7,rbf,84,-14.067079481546735
7,rbf,85,-14.067079481546735
7,rbf,86,-14.067079481546735
7,rbf,87,-14.067079481546735
7,rbf,88,-14.067079481546735
7,rbf,89,-14.037561898317424
7,rbf,90,-14.037561898317424
7,rbf,91,-14.037561898317424
7,rbf,92,-14.037561898317424
7,rbf,93,-14.037561898317424
7,rbf,94,-13.92134818874111
7,rbf,95,-13.795668455306577
7,rbf,96,-13.795668455306577
7,rbf,97,-13.795668455306577
7,rbf,98,-13.63402582738977
7,rbf,99,-13.63402582738977
7,rbf,100,-13.63402582738977
8,rbf,1,-21.109412215921555
8,rbf,2,-21.109412215921555
8,rbf,3,-21.109412215921555
8,rbf,4,-21.109412215921555
8,rbf,5,-21.109412215921555
8,rbf,6,-21.109412215921555
8,rbf,7,-21.109412215921555
8,rbf,8,-21.109412215921555
8,rbf,9,-21.109412215921555
8,rbf,10,-21.109412215921555
8,rbf,11,-21.109412215921555
8,rbf,12,-21.109412215921555
8,rbf,13,-21.109412215921555
8,rbf,14,-21.109412215921555
8,rbf,15,-21.109412215921555
8,rbf,16,-21.109412215921555
8,rbf,17,-21.109412215921555
8,rbf,18,-21.109412215921555
8,rbf,19,-21.109412215921555
8,rbf,20,-21.109412215921555
8,rbf,21,-21.109412215921555
8,rbf,22,-21.109412215921555
8,rbf,23,-21.109412215921555
8,rbf,24,-21.109412215921555
8,rbf,25,-21.109412215921555
8,rbf,26,-21.109412215921555
8,rbf,27,-21.109412215921555
8,rbf,28,-21.109412215921555
8,rbf,29,-21.109412215921555
8,rbf,30,-21.109412215921555
8,rbf,31,-21.109412215921555
8,rbf,32,-21.109412215921555
8,rbf,33,-21.109412215921555
8,rbf,34,-21.109412215921555
8,rbf,35,-21.109412215921555
8,rbf,36,-21.109412215921555
8,rbf,37,-21.109412215921555
8,rbf,38,-21.109412215921555
8,rbf,39,-21.109412215921555
8,rbf,40,-21.109412215921555
8,rbf,41,-21.109412215921555
8,rbf,42,-21.109412215921555
8,rbf,43,-21.109412215921555
8,rbf,44,-21.109412215921555
8,rbf,45,-21.109412215921555
8,rbf,46,-21.109412215921555
8,rbf,47,-21.109412215921555
8,rbf,48,-21.109412215921555
8,rbf,49,-21.109412215921555
8,rbf,50,-21.109412215921555
8,rbf,51,-21.109412215921555
8,rbf,52,-21.109412215921555
8,rbf,53,-20.39359358340217
8,rbf,54,-20.39359358340217
8,rbf,55,-20.39359358340217
8,rbf,56,-20.39359358340217
8,rbf,57,-19.74572608207886
8,rbf,58,-19.371773509435567
8,rbf,59,-19.183261004663724
8,rbf,60,-18.95035906599423
8,rbf,61,-18.95035906599423
8,rbf,62,-18.95035906599423
8,rbf,63,-18.264632467172877
8,rbf,64,-18.264632467172877
8,rbf,65,-18.264632467172877
8,rbf,66,-18.264632467172877
8,rbf,67,-18.08948150917644
8,rbf,68,-18.08948150917644
8,rbf,69,-18.08948150917644
8,rbf,70,-17.779661111389135
8,rbf,71,-17.548588707788745
8,rbf,72,-17.5078710885872
8,rbf,73,-17.5078710885872
8,rbf,74,-17.5078710885872
8,rbf,75,-17.5078710885872
8,rbf,76,-17.5078710885872
8,rbf,77,-17.5078710885872
8,rbf,78,-17.5078710885872
8,rbf,79,-17.5078710885872
8,rbf,80,-17.5078710885872
8,rbf,81,-17.5078710885872
8,rbf,82,-17.5078710885872
8,rbf,83,-17.5078710885872
8,rbf,84,-17.5078710885872
8,rbf,85,-17.422607143887532
8,rbf,86,-17.422607143887532
8,rbf,87,-17.422607143887532
8,rbf,88,-17.422607143887532
8,rbf,89,-17.422607143887532
8,rbf,90,-17.422607143887532
8,rbf,91,-17.422607143887532
8,rbf,92,-17.30585242907048
8,rbf,93,-17.182232053066553
8,rbf,94,-16.82654675585555
8,rbf,95,-16.775345653501113
8,rbf,96,-16.618221251335683
8,rbf,97,-16.618221251335683
8,rbf,98,-16.618221251335683
8,rbf,99,-16.39733069114957
8,rbf,100,-16.39733069114957
9,rbf,1,-21.035629202411176
9,rbf,2,-21.035629202411176
9,rbf,3,-21.035629202411176
9,rbf,4,-21.035629202411176
9,rbf,5,-21.035629202411176
9,rbf,6,-21.035629202411176
9,rbf,7,-21.035629202411176
9,rbf,8,-21.035629202411176
9,rbf,9,-21.035629202411176
9,rbf,10,-21.035629202411176
9,rbf,11,-21.035629202411176
9,rbf,12,-21.035629202411176
9,rbf,13,-21.035629202411176
9,rbf,14,-21.035629202411176
9,rbf,15,-21.035629202411176
9,rbf,16,-21.035629202411176
9,rbf,17,-21.035629202411176
9,rbf,18,-21.035629202411176
9,rbf,19,-21.035629202411176
9,rbf,20,-21.035629202411176
9,rbf,21,-21.035629202411176
