seed,kernel,iteration,best_obj_val
4,rbf,26,-10.794862884496698
4,rbf,27,-10.794862884496698
4,rbf,28,-10.794862884496698
4,rbf,29,-10.794862884496698
4,rbf,30,-10.794862884496698
4,rbf,31,-10.794862884496698
4,rbf,32,-10.794862884496698
4,rbf,33,-10.794862884496698
4,rbf,34,-10.794862884496698
4,rbf,35,-9.821892985384572
4,rbf,36,-9.821892985384572
4,rbf,37,-9.821892985384572
4,rbf,38,-9.821892985384572
4,rbf,39,-9.821892985384572
4,rbf,40,-9.821892985384572
4,rbf,41,-9.821892985384572
4,rbf,42,-9.821892985384572
4,rbf,43,-9.821892985384572
4,rbf,44,-9.821892985384572
4,rbf,45,-9.821892985384572
4,rbf,46,-9.821892985384572
4,rbf,47,-9.821892985384572
4,rbf,48,-9.821892985384572
4,rbf,49,-9.622532731716756
4,rbf,50,-9.622532731716756
5,rbf,1,-11.598537338477954
5,rbf,2,-11.598537338477954
5,rbf,3,-8.612547204551756
5,rbf,4,-8.612547204551756
5,rbf,5,-8.612547204551756
5,rbf,6,-8.612547204551756
5,rbf,7,-8.612547204551756
5,rbf,8,-8.612547204551756
5,rbf,9,-8.612547204551756
5,rbf,10,-8.612547204551756
5,rbf,11,-8.612547204551756
5,rbf,12,-6.068812294711563
5,rbf,13,-6.068812294711563
5,rbf,14,-6.068812294711563
5,rbf,15,-6.068812294711563
5,rbf,16,-6.068812294711563
5,rbf,17,-6.068812294711563
5,rbf,18,-6.068812294711563
5,rbf,19,-6.068812294711563
5,rbf,20,-6.068812294711563
5,rbf,21,-6.068812294711563
5,rbf,22,-6.068812294711563
5,rbf,23,-6.068812294711563
5,rbf,24,-6.068812294711563
5,rbf,25,-6.068812294711563
5,rbf,26,-6.068812294711563
5,rbf,27,-6.068812294711563
5,rbf,28,-6.068812294711563
5,rbf,29,-6.068812294711563
5,rbf,30,-6.068812294711563
5,rbf,31,-6.068812294711563
5,rbf,32,-6.068812294711563
5,rbf,33,-6.068812294711563
5,rbf,34,-6.068812294711563
5,rbf,35,-6.068812294711563
5,rbf,36,-6.068812294711563
5,rbf,37,-6.068812294711563
5,rbf,38,-6.068812294711563
5,rbf,39,-6.068812294711563
5,rbf,40,-6.068812294711563
5,rbf,41,-6.068812294711563
5,rbf,42,-6.068812294711563
5,rbf,43,-6.068812294711563
5,rbf,44,-6.068812294711563
5,rbf,45,-6.068812294711563
5,rbf,46,-6.068812294711563
5,rbf,47,-6.068812294711563
5,rbf,48,-6.068812294711563
5,rbf,49,-6.068812294711563
5,rbf,50,-6.068812294711563
6,rbf,1,-11.721706015452622
6,rbf,2,-10.227806965886316
6,rbf,3,-10.227806965886316
6,rbf,4,-10.227806965886316
6,rbf,5,-10.227806965886316
6,rbf,6,-10.227806965886316
6,rbf,7,-10.227806965886316
6,rbf,8,-10.227806965886316
6,rbf,9,-10.227806965886316
6,rbf,10,-10.227806965886316
6,rbf,11,-10.227806965886316
6,rbf,12,-10.227806965886316
6,rbf,13,-10.227806965886316
6,rbf,14,-10.227806965886316
6,rbf,15,-10.227806965886316
6,rbf,16,-10.227806965886316
6,rbf,17,-10.227806965886316
6,rbf,18,-10.227806965886316
6,rbf,19,-10.227806965886316
6,rbf,20,-9.601279055978587
6,rbf,21,-9.601279055978587
6,rbf,22,-9.601279055978587
6,rbf,23,-9.601279055978587
6,rbf,24,-9.601279055978587
6,rbf,25,-9.601279055978587
6,rbf,26,-9.601279055978587
6,rbf,27,-9.601279055978587
6,rbf,28,-8.87008144886404
6,rbf,29,-8.87008144886404
6,rbf,30,-8.87008144886404
6,rbf,31,-8.87008144886404
6,rbf,32,-8.87008144886404
6,rbf,33,-8.87008144886404
6,rbf,34,-8.87008144886404
6,rbf,35,-8.87008144886404
6,rbf,36,-8.87008144886404
6,rbf,37,-8.87008144886404
6,rbf,38,-5.71239269489676
6,rbf,39,-5.71239269489676
6,rbf,40,-5.71239269489676
6,rbf,41,-2.039319733502171
6,rbf,42,-2.039319733502171
6,rbf,43,-2.039319733502171
6,rbf,44,-2.039319733502171
6,rbf,45,-2.039319733502171
6,rbf,46,-2.039319733502171
6,rbf,47,-2.039319733502171
6,rbf,48,-2.039319733502171
6,rbf,49,-2.039319733502171
6,rbf,50,-2.039319733502171
7,rbf,1,-12.69579043053611
7,rbf,2,-12.69579043053611
7,rbf,3,-12.69579043053611
7,rbf,4,-10.149401295699189
7,rbf,5,-10.149401295699189
7,rbf,6,-10.149401295699189
7,rbf,7,-10.149401295699189
7,rbf,8,-10.149401295699189
7,rbf,9,-10.149401295699189
7,rbf,10,-10.149401295699189
7,rbf,11,-10.149401295699189
7,rbf,12,-10.149401295699189
7,rbf,13,-10.149401295699189
7,rbf,14,-10.149401295699189
7,rbf,15,-10.149401295699189
7,rbf,16,-10.149401295699189
7,rbf,17,-10.149401295699189
7,rbf,18,-10.149401295699189
7,rbf,19,-10.149401295699189
7,rbf,20,-10.149401295699189
7,rbf,21,-8.089430646818041
7,rbf,22,-4.345864141068114
7,rbf,23,-4.345864141068114
7,rbf,24,-4.345864141068114
7,rbf,25,-4.345864141068114
7,rbf,26,-4.345864141068114
7,rbf,27,-4.345864141068114
7,rbf,28,-4.345864141068114
7,rbf,29,-4.345864141068114
7,rbf,30,-4.345864141068114
7,rbf,31,-4.345864141068114
7,rbf,32,-4.345864141068114
7,rbf,33,-4.345864141068114
7,rbf,34,-4.345864141068114
7,rbf,35,-4.345864141068114
7,rbf,36,-4.345864141068114
7,rbf,37,-4.345864141068114
7,rbf,38,-4.345864141068114
7,rbf,39,-4.345864141068114
7,rbf,40,-4.345864141068114
7,rbf,41,-4.345864141068114
7,rbf,42,-4.345864141068114
7,rbf,43,-4.345864141068114
7,rbf,44,-4.345864141068114
7,rbf,45,-4.345864141068114
7,rbf,46,-4.345864141068114
7,rbf,47,-4.345864141068114
7,rbf,48,-4.345864141068114
7,rbf,49,-4.345864141068114
7,rbf,50,-4.345864141068114
8,rbf,1,-10.887913734479513
8,rbf,2,-10.887913734479513
8,rbf,3,-10.887913734479513
8,rbf,4,-10.887913734479513
8,rbf,5,-10.887913734479513
8,rbf,6,-10.887913734479513
8,rbf,7,-10.887913734479513
8,rbf,8,-10.887913734479513
8,rbf,9,-7.618055552562275
8,rbf,10,-7.618055552562275
8,rbf,11,-7.618055552562275
8,rbf,12,-7.618055552562275
8,rbf,13,-7.618055552562275
8,rbf,14,-7.618055552562275
8,rbf,15,-7.618055552562275
8,rbf,16,-7.618055552562275
8,rbf,17,-7.618055552562275
8,rbf,18,-7.618055552562275
8,rbf,19,-7.618055552562275
8,rbf,20,-7.618055552562275
8,rbf,21,-7.618055552562275
8,rbf,22,-7.618055552562275
8,rbf,23,-7.618055552562275
8,rbf,24,-7.618055552562275
8,rbf,25,-7.618055552562275
8,rbf,26,-7.618055552562275
8,rbf,27,-7.618055552562275
8,rbf,28,-7.618055552562275
8,rbf,29,-7.618055552562275
8,rbf,30,-7.618055552562275
8,rbf,31,-7.618055552562275
8,rbf,32,-7.618055552562275
8,rbf,33,-7.618055552562275
8,rbf,34,-7.489580529179015
8,rbf,35,-7.489580529179015
8,rbf,36,-7.489580529179015
8,rbf,37,-7.489580529179015
8,rbf,38,-7.000218747146224
8,rbf,39,-7.000218747146224
8,rbf,40,-7.000218747146224
8,rbf,41,-7.000218747146224
8,rbf,42,-7.000218747146224
8,rbf,43,-7.000218747146224
8,rbf,44,-6.750327209722542
8,rbf,45,-6.750327209722542
8,rbf,46,-6.750327209722542
8,rbf,47,-6.750327209722542
8,rbf,48,-6.750327209722542
8,rbf,49,-6.750327209722542
8,rbf,50,-6.750327209722542
9,rbf,1,-9.168952184503993
9,rbf,2,-9.168952184503993
9,rbf,3,-9.168952184503993
9,rbf,4,-9.168952184503993
9,rbf,5,-9.168952184503993
9,rbf,6,-9.168952184503993
9,rbf,7,-9.168952184503993
9,rbf,8,-9.168952184503993
9,rbf,9,-9.168952184503993
9,rbf,10,-9.168952184503993
9,rbf,11,-9.168952184503993
9,rbf,12,-9.168952184503993
9,rbf,13,-9.168952184503993
9,rbf,14,-9.168952184503993
9,rbf,15,-9.168952184503993
9,rbf,16,-9.168952184503993
9,rbf,17,-9.168952184503993
9,rbf,18,-5.90189883475491
9,rbf,19,-5.90189883475491
9,rbf,20,-5.90189883475491
9,rbf,21,-5.90189883475491
9,rbf,22,-5.90189883475491
9,rbf,23,-5.90189883475491
9,rbf,24,-5.90189883475491
9,rbf,25,-5.90189883475491
9,rbf,26,-5.90189883475491
9,rbf,27,-5.90189883475491
9,rbf,28,-5.90189883475491
9,rbf,29,-5.90189883475491
9,rbf,30,-5.90189883475491
9,rbf,31,-5.90189883475491
9,rbf,32,-5.90189883475491
9,rbf,33,-5.90189883475491
9,rbf,34,-5.90189883475491
9,rbf,35,-5.90189883475491
9,rbf,36,-5.90189883475491
9,rbf,37,-5.90189883475491
9,rbf,38,-5.90189883475491
9,rbf,39,-5.90189883475491
9,rbf,40,-5.90189883475491
9,rbf,41,-5.90189883475491
9,rbf,42,-5.90189883475491
9,rbf,43,-5.90189883475491
9,rbf,44,-5.90189883475491
9,rbf,45,-5.1266027772128595
9,rbf,46,-5.1266027772128595
9,rbf,47,-5.1266027772128595
9,rbf,48,-5.1266027772128595
9,rbf,49,-5.1266027772128595
9,rbf,50,-5.1266027772128595
10,rbf,1,-10.03410382957723
10,rbf,2,-10.03410382957723
10,rbf,3,-10.03410382957723
10,rbf,4,-10.03410382957723
10,rbf,5,-10.03410382957723
10,rbf,6,-10.03410382957723
10,rbf,7,-10.03410382957723
10,rbf,8,-9.17138688629079
10,rbf,9,-9.17138688629079
10,rbf,10,-9.17138688629079
10,rbf,11,-9.17138688629079
10,rbf,12,-9.17138688629079
10,rbf,13,-8.033002743393226
10,rbf,14,-8.033002743393226
10,rbf,15,-8.033002743393226
10,rbf,16,-8.033002743393226
10,rbf,17,-6.672800901310701
10,rbf,18,-6.672800901310701
10,rbf,19,-6.672800901310701
10,rbf,20,-6.672800901310701
10,rbf,21,-6.672800901310701
10,rbf,22,-6.672800901310701
10,rbf,23,-6.672800901310701
10,rbf,24,-6.672800901310701
10,rbf,25,-6.672800901310701
10,rbf,26,-6.672800901310701
10,rbf,27,-6.672800901310701
10,rbf,28,-6.672800901310701
10,rbf,29,-6.672800901310701
10,rbf,30,-6.672800901310701
10,rbf,31,-6.672800901310701
10,rbf,32,-6.672800901310701
10,rbf,33,-6.672800901310701
10,rbf,34,-6.672800901310701
10,rbf,35,-6.672800901310701
10,rbf,36,-6.672800901310701
10,rbf,37,-6.672800901310701
10,rbf,38,-6.672800901310701
10,rbf,39,-6.672800901310701
10,rbf,40,-6.672800901310701
10,rbf,41,-6.672800901310701
10,rbf,42,-6.672800901310701
10,rbf,43,-6.672800901310701
10,rbf,44,-6.672800901310701
10,rbf,45,-5.250793090661501
10,rbf,46,-5.250793090661501
10,rbf,47,-5.012119019374481
10,rbf,48,-5.012119019374481
10,rbf,49,-5.012119019374481
10,rbf,50,-5.012119019374481
1,matern32,1,-10.386123587452987
1,matern32,2,-10.386123587452987
1,matern32,3,-10.386123587452987
1,matern32,4,-10.386123587452987
1,matern32,5,-10.386123587452987
1,matern32,6,-10.386123587452987
1,matern32,7,-10.386123587452987
1,matern32,8,-8.094969169940029
1,matern32,9,-8.094969169940029
1,matern32,10,-5.591104648580616
1,matern32,11,-5.591104648580616
1,matern32,12,-5.591104648580616
1,matern32,13,-5.591104648580616
1,matern32,14,-5.591104648580616
1,matern32,15,-5.591104648580616
1,matern32,16,-5.591104648580616
1,matern32,17,-5.591104648580616
1,matern32,18,-5.591104648580616
1,matern32,19,-5.591104648580616
1,matern32,20,-5.591104648580616
1,matern32,21,-5.591104648580616
1,matern32,22,-5.591104648580616
1,matern32,23,-5.477516148687844
1,matern32,24,-5.477516148687844
1,matern32,25,-5.477516148687844
1,matern32,26,-5.477516148687844
1,matern32,27,-3.6815210347708316
1,matern32,28,-3.6815210347708316
1,matern32,29,-3.6815210347708316
1,matern32,30,-3.6815210347708316
1,matern32,31,-3.6815210347708316
1,matern32,32,-3.6815210347708316
1,matern32,33,-3.6815210347708316
1,matern32,34,-3.6815210347708316
1,matern32,35,-3.6815210347708316
1,matern32,36,-3.6815210347708316
1,matern32,37,-3.6815210347708316
1,matern32,38,-3.6815210347708316
1,matern32,39,-3.6815210347708316
1,matern32,40,-3.6815210347708316
1,matern32,41,-3.6815210347708316
1,matern32,42,-3.6815210347708316
1,matern32,43,-3.6815210347708316
1,matern32,44,-3.6815210347708316
1,matern32,45,-3.6815210347708316
1,matern32,46,-3.6815210347708316
1,matern32,47,-3.6815210347708316
1,matern32,48,-3.6815210347708316
1,matern32,49,-3.6815210347708316
1,matern32,50,-2.0957034812491493
2,matern32,1,-7.359704502799751
2,matern32,2,-7.359704502799751
2,matern32,3,-2.074456675125915
2,matern32,4,-2.074456675125915
2,matern32,5,-2.074456675125915
2,matern32,6,-2.074456675125915
2,matern32,7,-2.074456675125915
2,matern32,8,-2.074456675125915
2,matern32,9,-2.074456675125915
2,matern32,10,-2.074456675125915
2,matern32,11,-2.074456675125915
2,matern32,12,-2.074456675125915
2,matern32,13,-2.074456675125915
2,matern32,14,-2.074456675125915
2,matern32,15,-2.074456675125915
2,matern32,16,-2.074456675125915
2,matern32,17,-2.074456675125915
2,matern32,18,-2.074456675125915
2,matern32,19,-2.074456675125915
2,matern32,20,-2.074456675125915
2,matern32,21,-2.074456675125915
2,matern32,22,-2.074456675125915
2,matern32,23,-2.074456675125915
2,matern32,24,-2.074456675125915
2,matern32,25,-2.074456675125915
2,matern32,26,-2.074456675125915
2,matern32,27,-2.074456675125915
2,matern32,28,-2.074456675125915
2,matern32,29,-2.074456675125915
2,matern32,30,-2.074456675125915
2,matern32,31,-1.8547700023604357
2,matern32,32,-1.8547700023604357
2,matern32,33,-1.8547700023604357
2,matern32,34,-1.8547700023604357
2,matern32,35,-1.8547700023604357
2,matern32,36,-1.8547700023604357
2,matern32,37,-1.8547700023604357
2,matern32,38,-1.8547700023604357
2,matern32,39,-1.8547700023604357
2,matern32,40,-1.8547700023604357
2,matern32,41,-1.8547700023604357
2,matern32,42,-1.8547700023604357
2,matern32,43,-1.8547700023604357
2,matern32,44,-1.8547700023604357
2,matern32,45,-1.8547700023604357
2,matern32,46,-1.8547700023604357
2,matern32,47,-1.8547700023604357
2,matern32,48,-1.795471965897156
2,matern32,49,-1.795471965897156
2,matern32,50,-1.795471965897156
3,matern32,1,-8.923063999044178
3,matern32,2,-8.923063999044178
3,matern32,3,-8.923063999044178
3,matern32,4,-8.923063999044178
3,matern32,5,-8.923063999044178
3,matern32,6,-8.923063999044178
3,matern32,7,-7.456296839200318
3,matern32,8,-7.456296839200318
3,matern32,9,-7.456296839200318
3,matern32,10,-7.456296839200318
3,matern32,11,-7.034211728033526
3,matern32,12,-7.034211728033526
3,matern32,13,-6.301143961826623
3,matern32,14,-6.301143961826623
3,matern32,15,-6.301143961826623
3,matern32,16,-5.954794772077054
3,matern32,17,-5.954794772077054
3,matern32,18,-5.954794772077054
3,matern32,19,-5.954794772077054
3,matern32,20,-5.954794772077054
3,matern32,21,-5.954794772077054
3,matern32,22,-5.954794772077054
3,matern32,23,-5.595109180155781
3,matern32,24,-5.595109180155781
3,matern32,25,-5.595109180155781
3,matern32,26,-1.3442195597786704
3,matern32,27,-1.3442195597786704
3,matern32,28,-1.3442195597786704
3,matern32,29,-1.3442195597786704
3,matern32,30,-1.3442195597786704
3,matern32,31,-1.3442195597786704
3,matern32,32,-1.3442195597786704
3,matern32,33,-1.3442195597786704
3,matern32,34,-1.3442195597786704
3,matern32,35,-1.3442195597786704
3,matern32,36,-1.3442195597786704
3,matern32,37,-1.3442195597786704
3,matern32,38,-1.3442195597786704
3,matern32,39,-1.3442195597786704
3,matern32,40,-1.3442195597786704
3,matern32,41,-1.3442195597786704
3,matern32,42,-1.3442195597786704
3,matern32,43,-1.3442195597786704
3,matern32,44,-1.3442195597786704
3,matern32,45,-1.3442195597786704
3,matern32,46,-1.3442195597786704
3,matern32,47,-1.3442195597786704
3,matern32,48,-1.3442195597786704
3,matern32,49,-1.3442195597786704
3,matern32,50,-1.3442195597786704
4,matern32,1,-11.261296041809974
4,matern32,2,-11.261296041809974
4,matern32,3,-11.261296041809974
4,matern32,4,-9.714412010436021
4,matern32,5,-9.714412010436021
4,matern32,6,-9.714412010436021
4,matern32,7,-9.714412010436021
4,matern32,8,-9.714412010436021
4,matern32,9,-9.714412010436021
4,matern32,10,-9.714412010436021
4,matern32,11,-9.714412010436021
4,matern32,12,-7.597041328898026
4,matern32,13,-7.597041328898026
4,matern32,14,-7.597041328898026
4,matern32,15,-4.6100924222382815
4,matern32,16,-4.6100924222382815
4,matern32,17,-4.6100924222382815
4,matern32,18,-4.6100924222382815
4,matern32,19,-4.6100924222382815
4,matern32,20,-4.6100924222382815
4,matern32,21,-4.6100924222382815
4,matern32,22,-4.6100924222382815
4,matern32,23,-4.6100924222382815
4,matern32,24,-4.6100924222382815
4,matern32,25,-4.6100924222382815
4,matern32,26,-4.6100924222382815
4,matern32,27,-4.6100924222382815
4,matern32,28,-4.6100924222382815
4,matern32,29,-4.6100924222382815
4,matern32,30,-4.6100924222382815
4,matern32,31,-4.6100924222382815
4,matern32,32,-4.6100924222382815
4,matern32,33,-4.6100924222382815
4,matern32,34,-4.6100924222382815
4,matern32,35,-4.6100924222382815
4,matern32,36,-4.6100924222382815
4,matern32,37,-4.6100924222382815
4,matern32,38,-4.6100924222382815
4,matern32,39,-4.6100924222382815
4,matern32,40,-4.6100924222382815
4,matern32,41,-4.6100924222382815
4,matern32,42,-4.6100924222382815
4,matern32,43,-4.6100924222382815
4,matern32,44,-4.6100924222382815
4,matern32,45,-2.4330911816094547
4,matern32,46,-2.4330911816094547
4,matern32,47,-2.4330911816094547
4,matern32,48,-2.4330911816094547
4,matern32,49,-2.4330911816094547
4,matern32,50,-2.4330911816094547
5,matern32,1,-11.598537338477954
5,matern32,2,-11.598537338477954
5,matern32,3,-11.598537338477954
5,matern32,4,-11.598537338477954
5,matern32,5,-11.598537338477954
5,matern32,6,-11.598537338477954
5,matern32,7,-11.598537338477954
5,matern32,8,-8.540602702664614
5,matern32,9,-8.540602702664614
5,matern32,10,-8.540602702664614
5,matern32,11,-8.540602702664614
5,matern32,12,-8.540602702664614
5,matern32,13,-8.540602702664614
5,matern32,14,-8.540602702664614
5,matern32,15,-8.540602702664614
5,matern32,16,-8.540602702664614
5,matern32,17,-8.540602702664614
5,matern32,18,-8.540602702664614
5,matern32,19,-8.124516400509233
5,matern32,20,-8.124516400509233
5,matern32,21,-8.124516400509233
5,matern32,22,-1.7963215232969878
5,matern32,23,-1.7963215232969878
5,matern32,24,-1.7963215232969878
5,matern32,25,-1.7963215232969878
5,matern32,26,-1.7963215232969878
5,matern32,27,-1.7963215232969878
5,matern32,28,-1.7963215232969878
5,matern32,29,-1.7963215232969878
5,matern32,30,-1.7963215232969878
5,matern32,31,-1.7963215232969878
5,matern32,32,-1.7963215232969878
5,matern32,33,-1.7963215232969878
5,matern32,34,-1.7963215232969878
5,matern32,35,-1.7963215232969878
5,matern32,36,-1.7963215232969878
5,matern32,37,-1.7963215232969878
5,matern32,38,-1.7963215232969878
5,matern32,39,-1.7963215232969878
5,matern32,40,-1.7963215232969878
5,matern32,41,-1.7963215232969878
5,matern32,42,-1.7963215232969878
5,matern32,43,-1.7963215232969878
5,matern32,44,-1.7963215232969878
5,matern32,45,-1.7963215232969878
5,matern32,46,-1.7963215232969878
5,matern32,47,-1.7963215232969878
5,matern32,48,0.19344277673789723
5,matern32,49,0.19344277673789723
5,matern32,50,0.19344277673789723
6,matern32,1,-11.721706015452622
6,matern32,2,-11.721706015452622
6,matern32,3,-11.647726016585253
6,matern32,4,-11.647726016585253
6,matern32,5,-11.647726016585253
6,matern32,6,-7.591645254522064
6,matern32,7,-7.591645254522064
6,matern32,8,-7.591645254522064
6,matern32,9,-7.591645254522064
6,matern32,10,-7.345147692784876
6,matern32,11,-7.345147692784876
6,matern32,12,-7.345147692784876
6,matern32,13,-1.9868690364533306
6,matern32,14,-1.9868690364533306
6,matern32,15,-1.9868690364533306
6,matern32,16,-1.9868690364533306
6,matern32,17,-1.9868690364533306
6,matern32,18,-1.9868690364533306
6,matern32,19,-1.9868690364533306
6,matern32,20,-1.9868690364533306
6,matern32,21,-1.9868690364533306
6,matern32,22,-1.9868690364533306
6,matern32,23,-1.9868690364533306
6,matern32,24,-1.9868690364533306
6,matern32,25,-1.9868690364533306
6,matern32,26,-1.6679590700825004
6,matern32,27,-1.6679590700825004
6,matern32,28,-1.6679590700825004
6,matern32,29,-1.6679590700825004
6,matern32,30,-1.6679590700825004
6,matern32,31,-1.6679590700825004
6,matern32,32,-1.6679590700825004
6,matern32,33,-1.6679590700825004
6,matern32,34,-1.6679590700825004
6,matern32,35,-1.6679590700825004
6,matern32,36,-1.6679590700825004
6,matern32,37,-1.6679590700825004
6,matern32,38,-1.6679590700825004
6,matern32,39,-1.6679590700825004
6,matern32,40,-1.6679590700825004
6,matern32,41,-1.6679590700825004
6,matern32,42,-1.6679590700825004
6,matern32,43,-1.6679590700825004
6,matern32,44,-1.6679590700825004
6,matern32,45,-1.6679590700825004
6,matern32,46,-1.6679590700825004
6,matern32,47,-1.6679590700825004
6,matern32,48,-1.6679590700825004
6,matern32,49,-1.1788766341048182
6,matern32,50,-1.1788766341048182
7,matern32,1,-12.69579043053611
7,matern32,2,-12.69579043053611
7,matern32,3,-11.137754205480999
7,matern32,4,-11.137754205480999
7,matern32,5,-11.137754205480999
7,matern32,6,-11.137754205480999
7,matern32,7,-11.123293694907765
7,matern32,8,-10.634667140243776
7,matern32,9,-10.634667140243776
7,matern32,10,-10.634667140243776
7,matern32,11,-10.634667140243776
