seed,kernel,iteration,best_obj_val
1,rbf,1,-20.93701453890147
1,rbf,2,-20.93701453890147
1,rbf,3,-20.93701453890147
1,rbf,4,-20.93701453890147
1,rbf,5,-20.93701453890147
1,rbf,6,-20.919529106278485
1,rbf,7,-20.919529106278485
1,rbf,8,-20.919529106278485
1,rbf,9,-20.919529106278485
1,rbf,10,-20.919529106278485
1,rbf,11,-20.919529106278485
1,rbf,12,-20.919529106278485
1,rbf,13,-20.018117370702306
1,rbf,14,-20.018117370702306
1,rbf,15,-19.994541569586733
1,rbf,16,-19.994541569586733
1,rbf,17,-19.994541569586733
1,rbf,18,-19.994541569586733
1,rbf,19,-19.994541569586733
1,rbf,20,-19.76345953061894
1,rbf,21,-19.76345953061894
1,rbf,22,-19.76345953061894
1,rbf,23,-19.76345953061894
1,rbf,24,-19.76345953061894
1,rbf,25,-19.06469539873456
1,rbf,26,-19.06469539873456
1,rbf,27,-18.983574721181494
1,rbf,28,-18.983574721181494
1,rbf,29,-18.983574721181494
1,rbf,30,-18.983574721181494
1,rbf,31,-18.524819290498474
1,rbf,32,-18.499100414020514
1,rbf,33,-18.499100414020514
1,rbf,34,-18.499100414020514
1,rbf,35,-18.499100414020514
1,rbf,36,-18.499100414020514
1,rbf,37,-18.499100414020514
1,rbf,38,-18.499100414020514
1,rbf,39,-18.499100414020514
1,rbf,40,-18.499100414020514
1,rbf,41,-18.363274604685095
1,rbf,42,-18.363274604685095
1,rbf,43,-18.363274604685095
1,rbf,44,-18.363274604685095
1,rbf,45,-18.363274604685095
1,rbf,46,-17.247295828822963
1,rbf,47,-16.859359498789225
1,rbf,48,-16.859359498789225
1,rbf,49,-16.687587031654033
1,rbf,50,-16.687587031654033
1,rbf,51,-16.687587031654033
1,rbf,52,-16.09331412203637
1,rbf,53,-16.09331412203637
1,rbf,54,-16.037835307714392
1,rbf,55,-16.037835307714392
1,rbf,56,-15.909532347980921
1,rbf,57,-15.909532347980921
1,rbf,58,-15.909532347980921
1,rbf,59,-15.909532347980921
1,rbf,60,-15.909532347980921
1,rbf,61,-15.909532347980921
1,rbf,62,-15.909532347980921
1,rbf,63,-15.909532347980921
1,rbf,64,-15.909532347980921
1,rbf,65,-15.909532347980921
1,rbf,66,-15.909532347980921
1,rbf,67,-15.909532347980921
1,rbf,68,-15.909532347980921
1,rbf,69,-15.909532347980921
1,rbf,70,-15.909532347980921
1,rbf,71,-15.909532347980921
1,rbf,72,-15.909532347980921
1,rbf,73,-15.398544782385287
1,rbf,74,-15.398544782385287
1,rbf,75,-15.398544782385287
1,rbf,76,-15.398544782385287
1,rbf,77,-15.398544782385287
1,rbf,78,-15.398544782385287
1,rbf,79,-15.398544782385287
1,rbf,80,-15.398544782385287
1,rbf,81,-15.398544782385287
