mean_constant,lengthscale,outputscale,noise,alpha,iteration
-3.9341452919741074e-05,0.10005137253894891,1.000001217205647,1.4831540820966835e-07,2.1832265157967417,1
-2.131995159395506e-06,0.0991135688530424,1.0000004276870706,1.4831794138590542e-07,2.1897895261709257,2
-5.059732440523501e-07,0.09833115361709169,1.0000002314145253,1.4832002150678144e-07,2.19538827492949,3
-2.92119641358333e-07,0.09753186896053612,1.0000002524642135,1.4832210394178631e-07,2.2011173557868,4
-4.946854135099638e-07,0.0969252035695437,1.0000001209150104,1.483236483111042e-07,2.205613762890607,5
-4.677369794280546e-07,0.09640474131463375,1.0000000932277564,1.4832494418257873e-07,2.2095530486799375,6
-5.669778955538138e-06,0.09599042816714339,1.0000000309795456,1.4832595142778754e-07,2.212802291080836,7
0.006186940290736072,0.09563290359030238,1.0002107855393891,1.4833030542616208e-07,2.215683789800441,8
-0.00025932865730176626,0.09537244558342384,0.9999977617954682,1.4832744070956359e-07,2.2179493813259827,9
3.906972461454039e-05,0.09523946371876085,0.9999988017219914,1.483277588573601e-07,2.219375216154946,10
6.684061101679086e-07,0.09518435423172253,0.9999998155789933,1.4832789541471188e-07,2.220291915996225,11
-1.1109157449481805e-06,0.09516918017754562,0.9999998529073812,1.483279275185333e-07,2.220953989965645,12
-8.173144041084313e-07,0.09519271813258962,0.9999998394472416,1.4832787679243112e-07,2.22136992628869,13
0.01811234033195262,0.09527160810283791,1.0003684838537765,1.483329143748919e-07,2.2214243350291745,14
0.0006481164110845913,0.09542234525472189,1.0000308965404716,1.483279249384261e-07,2.2210173933314303,15
7.802014559663733e-05,0.09554388910902789,0.9999967286310198,1.4832722192285898e-07,2.2208212018553937,16
-3.7411559397878484e-06,0.09580323911103382,0.9999999632019437,1.4832677460306737e-07,2.219753184007303,17
-1.6647738775802933e-06,0.0962002468189577,0.9999996893107899,1.4832604070563373e-07,2.217817123596098,18
