iteration,best_obj_val
1,-100138.99047361303
2,-100138.99047361303
3,-100138.99047361303
4,-100138.99047361303
5,-100138.99047361303
6,-100138.99047361303
7,-73037.30160007898
8,-73037.30160007898
9,-73037.30160007898
10,-73037.30160007898
11,-73037.30160007898
12,-73037.30160007898
13,-73037.30160007898
14,-73037.30160007898
15,-73037.30160007898
16,-73037.30160007898
17,-73037.30160007898
18,-73037.30160007898
19,-73037.30160007898
20,-73037.30160007898
21,-73037.30160007898
22,-73037.30160007898
23,-73037.30160007898
24,-73037.30160007898
25,-73037.30160007898
26,-73037.30160007898
27,-73037.30160007898
28,-73037.30160007898
29,-73037.30160007898
30,-73037.30160007898
31,-73037.30160007898
32,-73037.30160007898
33,-73037.30160007898
34,-73037.30160007898
35,-73037.30160007898
36,-73037.30160007898
37,-73037.30160007898
38,-73037.30160007898
39,-73037.30160007898
40,-73037.30160007898
41,-73037.30160007898
42,-73037.30160007898
43,-73037.30160007898
44,-73037.30160007898
45,-73037.30160007898
46,-73037.30160007898
47,-73037.30160007898
48,-73037.30160007898
49,-73037.30160007898
50,-73037.30160007898
51,-73037.30160007898
52,-73037.30160007898
53,-73037.30160007898
54,-73037.30160007898
55,-73037.30160007898
56,-73037.30160007898
57,-73037.30160007898
58,-73037.30160007898
59,-73037.30160007898
60,-73037.30160007898
61,-73037.30160007898
62,-73037.30160007898
63,-73037.30160007898
64,-73037.30160007898
65,-73037.30160007898
66,-73037.30160007898
67,-73037.30160007898
68,-73037.30160007898
69,-73037.30160007898
70,-73037.30160007898
71,-73037.30160007898
72,-73037.30160007898
73,-73037.30160007898
74,-73037.30160007898
75,-73037.30160007898
76,-73037.30160007898
77,-73037.30160007898
78,-73037.30160007898
79,-73037.30160007898
80,-73037.30160007898
81,-73037.30160007898
82,-73037.30160007898
83,-73037.30160007898
84,-73037.30160007898
85,-73037.30160007898
86,-73037.30160007898
87,-73037.30160007898
88,-73037.30160007898
89,-73037.30160007898
90,-73037.30160007898
91,-73037.30160007898
92,-73037.30160007898
93,-73037.30160007898
94,-73037.30160007898
95,-73037.30160007898
96,-73037.30160007898
97,-73037.30160007898
98,-73037.30160007898
99,-73037.30160007898
100,-73037.30160007898
101,-73037.30160007898
102,-73037.30160007898
103,-73037.30160007898
104,-73037.30160007898
105,-73037.30160007898
106,-73037.30160007898
107,-73037.30160007898
108,-70192.51069219243
109,-70192.51069219243
110,-70192.51069219243
111,-70192.51069219243
112,-70192.51069219243
113,-70192.51069219243
