mean_constant,lengthscale,outputscale,noise,nu,iteration
-0.005208517325712843,1.1237810347069352,0.999541273496836,8.649048544691254e-08,2.5,1
-0.06925587153854791,0.49279768167642446,0.9184768140583888,4.3706822904219856e-07,2.5,2
-0.06912711495799677,0.48145332868015434,0.9097245001787759,4.703439517396694e-07,2.5,3
-0.0658336901236805,0.47713879520965186,0.9177477082396958,4.757962333538042e-07,2.5,4
-0.06178410839900725,0.4716387133972373,0.9250967769388804,4.81355572588088e-07,2.5,5
-0.0603686751741348,0.47102088796612396,0.9240879258509643,4.816466385491262e-07,2.5,6
-0.0584982952267535,0.46852274403134936,0.9252721476709094,4.835386564058256e-07,2.5,7
-0.055922001129992564,0.4647141465786321,0.9288099327154409,4.868052186329156e-07,2.5,8
-0.054528082541550386,0.46252481943817475,0.9293525363165206,4.882986773773815e-07,2.5,9
-0.05341211958835054,0.4610261271551061,0.9295188902735831,4.893275267829754e-07,2.5,10
-0.0524366819920337,0.4598884157805895,0.9294781628225802,4.901114100336365e-07,2.5,11
-0.04928751539181732,0.4555192746471235,0.9366392709121237,4.945345894012781e-07,2.5,12
-0.047306212141663466,0.45225274121191283,0.9392039766910061,4.970743943762059e-07,2.5,13
-0.04619366103820032,0.4506900422325183,0.9395880502056358,4.981848311415098e-07,2.5,14
-0.04187147888487103,0.44586248687024765,0.9484084516435136,5.032860734011841e-07,2.5,15
-0.04066973862351459,0.44297478094068987,0.9506499097887552,5.055586742855025e-07,2.5,16
-0.039185739176390885,0.4398167553315397,0.9529636519734296,5.079022308534461e-07,2.5,17
-0.03865886431248908,0.4391584729306371,0.9530255174803515,5.085653228333104e-07,2.5,18
-0.037521135881096124,0.4366032697382978,0.9545946671804746,5.103662453349577e-07,2.5,19
-0.036356789762773865,0.434148436480727,0.9560890192366471,5.120531151660925e-07,2.5,20
-0.0355779539818928,0.43265711484308694,0.9565862209436891,5.130619340913532e-07,2.5,21
-0.03527405161534314,0.43321363276398944,0.9560398724517782,5.130569781186819e-07,2.5,22
-0.03443159253967869,0.4313146938902104,0.9572652939926287,5.143820969697753e-07,2.5,23
-0.03411909425010374,0.4315171438831422,0.9567502135152801,5.145144817584547e-07,2.5,24
-0.03313943057086876,0.4293598171936205,0.9584589989644868,5.160040704765607e-07,2.5,25
-0.03273476750753157,0.43243313902086994,0.9580434940282174,5.153114359621933e-07,2.5,26
-0.028989253987418934,0.4288705848152806,0.9665973569071828,5.189203623706414e-07,2.5,27
-0.027034828191610114,0.42489887348325117,0.9710571595195796,5.215341012520017e-07,2.5,28
-0.026710806831744788,0.42383919853210983,0.9713601843783786,5.221551610542734e-07,2.5,29
-0.02660990504310174,0.4268503676185558,0.9709963075948727,5.214509950428417e-07,2.5,30
-0.026058050149012427,0.4251389593201852,0.971359094394911,5.222839103903358e-07,2.5,31
-0.025403497567445893,0.423132075262695,0.9721146474725543,5.232654315640652e-07,2.5,32
-0.025302913491987506,0.42385053812169343,0.9718640724087255,5.232323280106622e-07,2.5,33
-0.02501583715713698,0.42309354037854074,0.9719265629140132,5.236754073116127e-07,2.5,34
-0.02479412705312891,0.4232053610391428,0.9717144421364939,5.238158647123705e-07,2.5,35
-0.02431166763607902,0.42180668237669394,0.9722265403370249,5.245074405407991e-07,2.5,36
-0.024226880770479742,0.42270157316113577,0.97185061767217,5.244131526409739e-07,2.5,37
-0.022712222705319415,0.41959163877700095,0.9757619722501477,5.262260440929796e-07,2.5,38
-0.022295963916156007,0.4189989834751634,0.9755917232298759,5.265268456507106e-07,2.5,39
-0.021793123348357892,0.4173139423757518,0.9761683600348867,5.2723361053714e-07,2.5,40
-0.020754314406976376,0.41429184419133985,0.9783464728427762,5.285643587841183e-07,2.5,41
-0.019733177382962017,0.4113423773912044,0.9801910157998004,5.297661221452815e-07,2.5,42
-0.019035517596531885,0.4091345019231864,0.9811296367412028,5.30582524657002e-07,2.5,43
-0.018861774497492007,0.4081167645480594,0.9813678344856046,5.309789466263016e-07,2.5,44
-0.018433030481420278,0.40625371685978623,0.9819536378802735,5.316129482542764e-07,2.5,45
-0.018343469027355674,0.407822939427014,0.9816901295864786,5.313677087693034e-07,2.5,46
-0.018226606345401686,0.40743206325452647,0.9816876056276629,5.315698985897096e-07,2.5,47
-0.017760819801925114,0.40569092598699463,0.9822658701363266,5.321413203053847e-07,2.5,48
-0.01773368436021025,0.4060235390110127,0.9820712623913207,5.321568872744492e-07,2.5,49
-0.01715733608278446,0.4040244739416073,0.9828651391964258,5.327920620380106e-07,2.5,50
-0.017099100283565132,0.4036127597477762,0.9828720167701178,5.329749314305291e-07,2.5,51
-0.016394212254884098,0.4014404314920488,0.9837499908611947,5.336260320961026e-07,2.5,52
-0.016139868404023792,0.3997200321008832,0.9842818307272386,5.341168667436401e-07,2.5,53
-0.015894890950320813,0.39817688930270345,0.9847108698839508,5.345433402274762e-07,2.5,54
-0.015279481383008438,0.39628808897251944,0.9853556613751872,5.350495668171843e-07,2.5,55
-0.012687706786657964,0.39635096033829254,0.9852293521525248,5.350965921101227e-07,2.5,56
-0.0157796992638444,0.39426811282714636,0.9861376677852427,5.356472981618677e-07,2.5,57
-0.0156621068361088,0.3940361520814142,0.9860246361625842,5.357364993965402e-07,2.5,58
-0.007235974202194191,0.395597689280733,0.9859186317476152,5.355563068675524e-07,2.5,59
-0.015017150730657576,0.3940223912602264,0.9863355112839185,5.359284823520803e-07,2.5,60
-0.011581022608627499,0.39570916276932866,0.9862382738442153,5.357453579514284e-07,2.5,61
-0.014602477180400244,0.39813659462365975,0.9860962619763045,5.354730700908855e-07,2.5,62
-0.016152997821863163,0.3979854352201203,0.9860960597302337,5.35574270242743e-07,2.5,63
-0.014047090374612586,0.39817837471675227,0.9860015055562957,5.356148338876475e-07,2.5,64
-0.014146180631218048,0.3997701624356096,0.9858554657391396,5.354718038992761e-07,2.5,65
-0.013452296261018007,0.3991050043102856,0.9859709708133425,5.356595878463154e-07,2.5,66
-0.014106226915283735,0.39865033535375943,0.9859926513679442,5.358040691147185e-07,2.5,67
-0.009241495414648259,0.3968991965638634,0.9865945974415693,5.361818609104996e-07,2.5,68
-0.01210059067448466,0.3965044976859265,0.9866359645760987,5.363094345218634e-07,2.5,69
-0.01210469846003214,0.3963603806812183,0.986608434782564,5.363966285482053e-07,2.5,70
-0.012946509018662598,0.39661100150275397,0.9865253285487843,5.364311371869539e-07,2.5,71
-0.0074806022534820715,0.39490155700645574,0.9871454147365323,5.3677080693948e-07,2.5,72
-0.015172535132005659,0.39293036114792756,0.9878377411602901,5.371364720098576e-07,2.5,73
-0.012620673421816497,0.3924574415429384,0.9878915690288076,5.37252722971834e-07,2.5,74
-0.014018813445949335,0.39188083719922484,0.987946949502324,5.373775033030993e-07,2.5,75
-0.01324542751069352,0.3899449893339126,0.9886636959509032,5.377111695203567e-07,2.5,76
-0.010669205299415094,0.3893146253969703,0.9887403711564609,5.378344705401262e-07,2.5,77
-0.013018093602153936,0.38930497504835615,0.988691859780791,5.378803121104043e-07,2.5,78
-0.012705929244504838,0.3896775346300774,0.9886247236490991,5.378876137885941e-07,2.5,79
-0.011445267772312308,0.3883946661687434,0.9888387992927397,5.380800717072508e-07,2.5,80
-0.012121730370772868,0.3894512794229379,0.9887705482408016,5.380232070851887e-07,2.5,81
-0.0104501881172466,0.3875198150764052,0.9893960722722495,5.383059441590104e-07,2.5,82
-0.011136326523053382,0.3875385181071503,0.9893278880832885,5.383425477457298e-07,2.5,83
-0.01097748329282115,0.3871252337648521,0.9893550512082122,5.384238718564444e-07,2.5,84
-0.009491801812519962,0.3860828409919114,0.9895236288854442,5.385698321647543e-07,2.5,85
-0.006320369813587716,0.38498383538095576,0.9897733478565266,5.387214236489272e-07,2.5,86
-0.01363419010634902,0.3828693463476127,0.9907035031644879,5.390059014440854e-07,2.5,87
-0.010497886675271483,0.38196868341798307,0.9907725061366999,5.391163101661969e-07,2.5,88
-0.0047646473241655055,0.3817955283940285,0.9907993550335188,5.391628421857713e-07,2.5,89
-0.009981230749079903,0.3805852977625378,0.9909571673869874,5.392987529114585e-07,2.5,90
-0.009828821467396474,0.38022047551518623,0.9910016063426919,5.393581194698508e-07,2.5,91
-0.012176994812728914,0.3798717877946649,0.9910220357227962,5.394140099014331e-07,2.5,92
-0.009568111715247907,0.3793547691962709,0.9910629607341632,5.394818096934491e-07,2.5,93
-0.007215360572542467,0.3773005325914999,0.9919205890204561,5.397146517755849e-07,2.5,94
-0.009325437164520662,0.37713300752786333,0.9919966911054453,5.397536268716079e-07,2.5,95
-0.003949278816390676,0.3783876197204085,0.9919354779712533,5.396966425309838e-07,2.5,96
-0.009320397683312323,0.3769222721528296,0.9921984575077629,5.398337575322402e-07,2.5,97
-0.0031886755609724683,0.37593360611991306,0.9924277242054027,5.399309447717476e-07,2.5,98
-0.009502355484522728,0.37538196165467574,0.9924308472858234,5.399856799689541e-07,2.5,99
-0.008431573790462181,0.3742605076060451,0.9925890307633691,5.400824374520928e-07,2.5,100
-0.007575348399419998,0.37299725008584983,0.9928603545136435,5.401919649282946e-07,2.5,101
-0.004072463968224575,0.37173739806532086,0.9930782592241094,5.402954809169742e-07,2.5,102
-0.0075455043101088064,0.37117782411548206,0.9930912265791245,5.403441292316395e-07,2.5,103
-0.006156553901751175,0.37077594954571724,0.9931250087786669,5.403839439063064e-07,2.5,104
-0.008372118305651113,0.3698270977633559,0.9932198513697614,5.404556037757509e-07,2.5,105
-0.00754990573226986,0.36885345951614035,0.9933951617060096,5.405301053463475e-07,2.5,106
-0.009962899256495359,0.3673921535435845,0.9936231950528496,5.406343752360738e-07,2.5,107
-0.007919665057093857,0.3667057033933857,0.9937042773444671,5.406851260126881e-07,2.5,108
-0.007753855969068984,0.36732646831538474,0.9936358184919771,5.406675437223089e-07,2.5,109
-0.0061867724036882305,0.36667239570466176,0.9937929861581773,5.407180973191387e-07,2.5,110
-0.0072812185455952486,0.3660001935346432,0.9939514725033896,5.407688003467045e-07,2.5,111
-0.017005186052156146,0.3649058116851591,0.9935762117699365,5.410726343094679e-07,2.5,112
-0.007207064636395566,0.36508830939874704,0.993792687730214,5.41106636797787e-07,2.5,113
-0.007122296580703513,0.363666869677006,0.9960086474711907,5.413046380848669e-07,2.5,114
-0.007898794417296113,0.3628369522295873,0.9934844024971619,5.413740121804164e-07,2.5,115
-0.007454580314240602,0.36234981580621595,0.994628101499,5.415735201729207e-07,2.5,116
-0.01632689706150304,0.3626379943914575,0.9926053264391954,5.415882679676881e-07,2.5,117
-0.007546240432972862,0.3645141096274338,0.9937665374844828,5.416970250441596e-07,2.5,118
-0.007149676346086227,0.3638108144191994,0.9938034089393684,5.418355567232674e-07,2.5,119
-0.012943985937977619,0.3639644382273468,0.994580040281995,5.419954822959302e-07,2.5,120
-0.0072534758089340835,0.36475979769800326,0.9900479985641826,5.418284090154437e-07,2.5,121
-0.0072004527304783674,0.36368094281051677,0.99445891879357,5.423201994751565e-07,2.5,122
-0.007410575311655592,0.3649256622269791,0.9942076102196975,5.4229178814521e-07,2.5,123
-0.006758650424153905,0.36400517717188563,0.990462797637238,5.422469937508828e-07,2.5,124
-0.01591906241805325,0.3633138367037806,0.9950642754794433,5.425835571544001e-07,2.5,125
-0.006715826609016837,0.36164200713290484,0.9948209175373297,5.427874074506223e-07,2.5,126
-0.006557984104976773,0.36130310053413234,0.9971143508497524,5.429034135486152e-07,2.5,127
-0.006533660326164152,0.36103595529790533,0.9953937380079558,5.430656928350022e-07,2.5,128
-0.0034898813877432848,0.3614858178808667,0.9957573370502991,5.430870428686876e-07,2.5,129
-0.00619018713845546,0.3624909839506617,0.9940823626705887,5.431998010402416e-07,2.5,130
-0.00643089519231999,0.36233851186225424,0.994328021914451,5.432357508208943e-07,2.5,131
-0.007862837601643765,0.3614425346950623,0.9952471657243718,5.435101701160994e-07,2.5,132
-0.005985588039230696,0.36127346173561053,0.9947541267221836,5.435160453174667e-07,2.5,133
-0.002086586095755941,0.3606590624820873,0.9955297056876746,5.437545949540229e-07,2.5,134
-0.006442130319164793,0.360222974797242,0.9954494458594836,5.43786967973509e-07,2.5,135
-0.00433364310363656,0.36109335437366963,0.9939668357930043,5.439228906772745e-07,2.5,136
-0.007523150939106987,0.36025483807339415,0.9952644547092662,5.44022487941474e-07,2.5,137
-0.0058554900074878295,0.3588590413834003,0.9951095313568018,5.44187583237666e-07,2.5,138
-0.005969328528957668,0.357847993010079,0.9926683243929751,5.442070713231296e-07,2.5,139
-0.0030198594112863762,0.3574966525299479,0.995075055783502,5.444404686081194e-07,2.5,140
-0.005591763183468157,0.3562986359082707,0.9926628420445771,5.444101933027326e-07,2.5,141
-0.005792367089195798,0.35772724967945063,0.995316908990302,5.447336648849499e-07,2.5,142
-0.008827464670581734,0.35779132521435386,0.9958206368208646,5.447681287044747e-07,2.5,143
-0.005978007693940772,0.3580770479200027,0.9970250381149779,5.449937887400231e-07,2.5,144
-0.005552080386313757,0.3570707819594315,0.9955553866542176,5.450001399266996e-07,2.5,145
-0.00023635039082462762,0.3568511446280004,0.9948049656224618,5.451615290394847e-07,2.5,146
-0.005177159446880841,0.35777947169605234,0.9954708045728059,5.452507098574022e-07,2.5,147
-0.0054830102165398815,0.35669687839723035,0.9991142624584952,5.454369806576896e-07,2.5,148
-0.004501019145225518,0.35582102487907546,0.9962920062239735,5.454895258206249e-07,2.5,149
-0.005118453975941863,0.3572757223759663,0.9957144474935526,5.456039865711398e-07,2.5,150
-0.002257772304343225,0.3563378245133849,0.9965455945703474,5.456889567745439e-07,2.5,151
-0.0041303287799992015,0.35538308671265745,0.9946223091847946,5.459446822913498e-07,2.5,152
-0.004787937701220301,0.3540252861922359,0.9961438318601027,5.461562238400474e-07,2.5,153
-0.0054344881680408776,0.3541991957158469,0.9962605205748116,5.461639957653035e-07,2.5,154
