mean_constant,lengthscale,outputscale,noise,iteration
9.590349491531887e-06,0.4537061186823871,0.990015692242173,0.00999187318925716,1
-0.09553217261738078,1.3985817096454356,0.8403327126089779,9.996607409234442e-06,2
-0.16116612178493284,1.6495149533196691,0.770164522710394,9.964192674820242e-07,3
-0.23872110567776667,1.777428047135883,0.7141324050855168,9.264766601840814e-07,4
-0.3156445885245782,1.9455802950708354,0.6750898146725535,8.770476717957031e-07,5
-0.40197632054526033,2.0840782258094475,0.6492740592640517,8.640304802098703e-07,6
-0.4607356869372048,2.1128972248401583,0.6164232890706968,8.749422705191001e-07,7
-0.5353020053021487,2.216722595351307,0.5948907625840089,9.592740389048054e-07,8
-0.596515797185923,2.268218284925851,0.5699458386281135,1.1484969717576932e-06,9
-0.6443854001668385,2.2863427965950076,0.5468696247810216,1.5170535375640949e-06,10
-0.6870054505336074,2.302627533554816,0.526334174039596,2.3887466508988956e-06,11
-0.7355069156191139,2.343212130358855,0.511557342721496,7.564434917492326e-06,12
-0.8080889273427069,2.9316377741122723,0.6080159075456606,0.0034776696688725113,13
-0.8345142733593732,2.5314148521452644,0.5110406286108883,0.0010898788695249656,14
-0.8636636134418132,2.546060805721421,0.48989056594165925,0.0011214858196137926,15
-0.8979163059173283,2.530011806160167,0.4781542477423284,0.0009816364632738248,16
-0.9341622607321445,2.543533396622724,0.46705701797305305,0.0009802838543522042,17
-0.9682774960794012,2.522620647630925,0.456442134522518,0.0008702473037570655,18
-1.0024391683730465,2.55013153270034,0.44957918181186485,0.0008915435901859775,19
-1.03517420428793,2.5657658491192272,0.4412194129193454,0.0008930112963705674,20
-1.0663611899600671,2.5811930038256246,0.43367069026021243,0.0008956022064808579,21
-1.0966220002612173,2.596392319497215,0.4268138632729094,0.0008999045996581684,22
-1.1248532558627222,2.6143010246434404,0.42182442403288634,0.000916424111820573,23
-1.1535889673621897,2.6163516486876714,0.41607492888715303,0.0009084691521626199,24
-1.1788113876626563,2.6344931892929773,0.4136873176791282,0.0009207779515655525,25
-1.204722904318779,2.6452591332635187,0.40718118747526955,0.0009173043988328207,26
-1.229673413180198,2.6575001349129646,0.4019206454096732,0.0009198759381694962,27
-1.2559564937565093,2.664032322596544,0.39609588812579793,0.0009174150482981292,28
-1.2809360113248056,2.673750879391568,0.3910639064963868,0.0009206075565270812,29
-1.3058400085789266,2.6807023256637437,0.38600599491099397,0.0009204450252992008,30
-1.330252547656558,2.6869740404417453,0.3813248043943907,0.0009194557638103709,31
-1.351809480179476,2.696994679573676,0.37792875365785455,0.0009300078863741268,32
-1.3748562795033925,2.7031170175950203,0.3736459744021865,0.0009284452728225065,33
-1.3981148097503464,2.7027184186858833,0.3707501353568044,0.000914817856989177,34
-1.4202064451907914,2.709724343379448,0.36705594238698436,0.0009091325336931349,35
-1.4427235529823363,2.710203551892906,0.3635954484488574,0.000894829815397913,36
-1.4654716635281833,2.7094309624598822,0.36006844637061686,0.0008775138216863607,37
-1.488735744346312,2.7004615069313838,0.3567725016967483,0.0008581437446011281,38
-1.5121253263183272,2.7038288937008965,0.3538602609650757,0.0008151028539484427,39
-1.5347648448928626,2.7074947128481255,0.3509693274647917,0.0007799467372017874,40
-1.5552101302167154,2.706138169647585,0.34774198676740076,0.0007857902047708822,41
-1.5805181832103636,2.7179909056813862,0.3483037816939488,0.0007224294970005504,42
-1.601998618473809,2.723544507390361,0.3458765023707831,0.0006982940436080607,43
-1.6226518369416594,2.73050880184915,0.34588423007288344,0.0006562758669757744,44
-1.6421065931551229,2.736707558179756,0.34429470227997183,0.0006314795436591223,45
-1.6619324574374077,2.7402832449474204,0.3412904642980202,0.0006230629451744626,46
-1.6811365748588265,2.745027581487758,0.3388133351295586,0.000610092877617161,47
-1.7003167414009812,2.748839477617269,0.3360839420112875,0.0006018280669174886,48
