iteration,best_obj_val
1,-342.99657677231164
2,-336.0637603921959
3,-334.09154602518714
4,-334.09154602518714
5,-333.9111450441992
6,-333.9111450441992
7,-330.07313405404926
8,-330.07313405404926
9,-330.07313405404926
10,-330.07313405404926
11,-330.07313405404926
12,-330.07313405404926
13,-330.07313405404926
14,-319.3231976201193
15,-316.9626545754118
16,-316.9626545754118
17,-315.8223987865141
18,-315.8223987865141
19,-315.8223987865141
20,-315.8223987865141
21,-315.8223987865141
22,-315.8223987865141
23,-315.8223987865141
24,-315.8223987865141
25,-315.8223987865141
26,-312.69204448974244
27,-312.69204448974244
28,-312.69204448974244
29,-309.3337958151043
30,-309.3337958151043
31,-305.90958030867006
32,-305.90958030867006
33,-305.90958030867006
34,-305.90958030867006
35,-305.90958030867006
36,-305.90958030867006
37,-305.90958030867006
38,-305.90958030867006
39,-305.90958030867006
40,-305.90958030867006
41,-303.1422106517737
42,-303.1422106517737
43,-303.1422106517737
44,-303.1422106517737
45,-295.3952456012161
46,-295.3952456012161
47,-295.3952456012161
48,-295.3952456012161
49,-295.3952456012161
50,-292.22968737564946
51,-292.22968737564946
52,-292.22968737564946
53,-292.22968737564946
54,-292.22968737564946
55,-292.22968737564946
56,-292.22968737564946
57,-292.22968737564946
58,-292.22968737564946
59,-292.22968737564946
60,-292.22968737564946
61,-292.22968737564946
62,-292.22968737564946
63,-292.22968737564946
64,-285.9882712513094
65,-285.9882712513094
66,-285.9882712513094
67,-285.9882712513094
68,-285.704776860789
69,-285.704776860789
70,-285.704776860789
71,-285.704776860789
72,-284.62165907384536
73,-284.62165907384536
74,-284.62165907384536
75,-284.62165907384536
76,-280.5154691976825
77,-280.5154691976825
78,-280.5154691976825
79,-279.615446327352
80,-279.615446327352
81,-279.615446327352
82,-279.615446327352
83,-279.615446327352
84,-279.615446327352
85,-279.615446327352
86,-277.18941336066996
87,-277.18941336066996
88,-276.77723874785045
89,-275.82306938102397
90,-275.82306938102397
91,-275.82306938102397
92,-275.82306938102397
93,-275.82306938102397
94,-274.76237936358524
95,-274.76237936358524
96,-274.76237936358524
97,-274.76237936358524
98,-272.25526113975764
99,-272.25526113975764
100,-272.25526113975764
