mean_constant,lengthscale,outputscale,noise,alpha,iteration
-5.666644259111203e-08,0.1049569260947514,1.000000162291317,1.4787722007380005e-07,2.1484003482035754,1
-5.630518147340281e-08,0.10427994276048895,1.0000001822269424,1.4787891877545426e-07,2.153087698014722,2
-1.271833594532453e-07,0.10369863336564177,1.000000116999863,1.478803431812664e-07,2.1571842807954127,3
-1.1778552698308642e-07,0.10308333022210134,1.0000001416312827,1.4788181753953534e-07,2.161516138253298,4
0.0022155909409204274,0.10257234158093355,1.0004263067939037,1.4789042179636688e-07,2.1651975501487395,5
-0.000629412246136628,0.1021925957754878,0.9999820379365214,1.4788367040748582e-07,2.1680427257867896,6
6.552378575085672e-05,0.10180757808612444,1.0000017101356002,1.4788486143251819e-07,2.1709266694647753,7
-4.467409863069958e-07,0.10142359314072931,0.999999891363508,1.4788566830690195e-07,2.1738111526383785,8
-4.6128202275395656e-07,0.10101142967155946,1.0000000176923507,1.4788654742453313e-07,2.176885873677182,9
-2.931103219198598e-07,0.10053804702370271,1.0000000429427796,1.478875321207191e-07,2.180370657963223,10
-2.1915523661205305e-07,0.10002492087237341,1.0000000512796823,1.4788857531511945e-07,2.184128135577607,11
0.0066352813076128656,0.09948281522367569,1.0000280867591327,1.478900585941121e-07,2.188090459085328,12
-0.00039215122790165423,0.09892567019867657,0.9999898657095193,1.4789067742907645e-07,2.192169295307074,13
4.494740815105938e-05,0.09846535392033337,0.999996200524351,1.478916470410317e-07,2.1956005910547907,14
1.9551775741474495e-06,0.09800006518920541,1.0000002691492735,1.478925673465408e-07,2.199077467465379,15
-1.0267509770159378e-07,0.09753248383361987,0.9999999959873604,1.4789341309769369e-07,2.2025817828008813,16
-2.44895509710015e-07,0.09704032405121614,1.000000020664368,1.4789428760119082e-07,2.2062696239204427,17
-7.240029480919295e-07,0.09657516330590542,1.0000000020260933,1.4789509547511302e-07,2.209783848347681,18
0.004989351133590629,0.09608059922317697,1.0005921180979656,1.4790313156461326e-07,2.2135158741341603,19
0.00025687053874061123,0.09557665227125138,1.000035432589863,1.478973136928558e-07,2.2173279409495894,20
6.697445586880024e-05,0.09504988840834909,1.0000025898446028,1.4789778338840383e-07,2.2213135478809227,21
-5.503184779280879e-06,0.09448190512150588,1.0000001302750916,1.4789865861292918e-07,2.225603133639838,22
-1.9062290741440066e-07,0.09389497902035979,1.0000000112336989,1.4789957132155006e-07,2.230044580292533,23
-1.515641942969314e-07,0.09342077157590237,0.9999999774758723,1.4790029387803528e-07,2.2336979668680614,24
-1.4676316883478988e-07,0.09301384851987717,0.999999962171646,1.479009002336275e-07,2.236881033517383,25
0.010461523015405533,0.09263211444866327,1.0000803533834235,1.47902275012805e-07,2.2398921692168945,26
0.0015661790809764196,0.09222836863591523,1.000073268062456,1.4790290324448348e-07,2.2430690911736817,27
-1.1767065396269249e-05,0.09180724077744884,1.0000030989694013,1.4790280191439712e-07,2.246383733021975,28
6.969675265620376e-06,0.09137933789671833,1.0000002354442872,1.479033574791485e-07,2.249758144886317,29
-1.3427629638313473e-07,0.09094151201854409,0.9999999904307589,1.479039389187782e-07,2.253217832556411,30
-2.043533986481551e-07,0.09052113016901348,0.9999999516998385,1.4790448690366842e-07,2.2565603839550694,31
-1.470561651724879e-07,0.09007939380044996,0.9999999584989838,1.4790505055162954e-07,2.260069621341904,32
0.001075319753538494,0.08963622234749022,1.0000008296507592,1.4790561126435458e-07,2.263601460133557,33
0.0022512018435116255,0.08918797000969547,1.0000125299998341,1.47906396911652e-07,2.2671826231994276,34
2.9365639933297895e-05,0.08873104814178433,1.000010083554618,1.479069468898891e-07,2.270842476002443,35
2.193198170153121e-06,0.08827129920725767,1.0000006831807624,1.4790740827037345e-07,2.274538049170483,36
-1.1295106738516933e-06,0.08781283713996106,0.9999999537091295,1.479079272405064e-07,2.278239836693573,37
-2.1193947179290849e-07,0.08735603457094969,0.9999999419589912,1.4790843883518367e-07,2.2819460472734283,38
-1.4776591910467143e-07,0.08689711527177306,0.9999999451283812,1.4790894193990058e-07,2.2856840043303257,39
-0.0009043852742382311,0.08643576197440289,1.0000005792808289,1.4790944148616133e-07,2.289456516041705,40
-0.0017449208684258686,0.08597318570245067,1.0001261524549543,1.4791095876409539e-07,2.29325401460887,41
0.00018223839153440775,0.08552447816681966,1.0000065380636973,1.4791062824225228e-07,2.296959230105112,42
7.419759536624756e-06,0.08516167529743318,1.0000011064646028,1.479109565412346e-07,2.2999990179376435,43
9.625951623326882e-07,0.08482741424675837,0.9999999364295105,1.4791127742355108e-07,2.3028219432906334,44
-4.047791893760583e-08,0.08450012449235408,0.9999999064576444,1.4791159193830814e-07,2.305598535868372,45
-6.536778209845326e-08,0.08421613113917051,0.9999998994919417,1.4791185893635688e-07,2.308035942911327,46
5.63260567481042e-06,0.08393119463862674,0.9999999004081606,1.4791212078140417e-07,2.310487861203213,47
0.0058791681678401955,0.0836452894553167,1.0001541456907568,1.4791331682910877e-07,2.3129543734245703,48
-0.000438506582039175,0.08339727399599822,1.0000059286006677,1.4791268045008097e-07,2.3151208473847382,49
-2.7979048789625868e-05,0.08315045420499037,0.9999996893668452,1.4791285656941225e-07,2.317283834843887,50
-1.5618837283400533e-06,0.08290154177558304,0.9999999204473977,1.479130666512415e-07,2.319469944440738,51
1.0048629580578385e-07,0.08264424967619326,0.9999998907773651,1.479132774200608e-07,2.321730886537033,52
-8.820367677912465e-08,0.08237080900504802,0.9999998925542483,1.4791349655537844e-07,2.3241301512661123,53
2.836911738169178e-07,0.08211756196440152,0.9999998875113577,1.479136949478784e-07,2.326370733375686,54
-0.01286632625408295,0.08187568777516403,1.0002915899444123,1.4791533578361886e-07,2.3285240372084983,55
0.000892131515460528,0.08162242460743119,1.0000032553568434,1.4791410715074068e-07,2.330778021201022,56
2.7473361317230055e-05,0.0813565264805281,0.9999999946576017,1.4791428595805823e-07,2.3331440686226066,57
-2.5389606037809636e-06,0.0810736928165466,0.9999999004890487,1.479144877584895e-07,2.3356571020782715,58
-4.354477366391587e-07,0.08080092688778216,0.9999998855549587,1.479146784058363e-07,2.338092620418181,59
-3.086761726522e-08,0.08054819066462535,0.9999998833727167,1.47914851135524e-07,2.3403670166619515,60
-5.1803835283652576e-08,0.08029316519397046,0.9999998832726478,1.4791502148367395e-07,2.342668336317472,61
0.0002355415659637874,0.0800315572585404,0.9999999309988545,1.4791519249960086e-07,2.3450323794237606,62
0.001823405009320204,0.07976426090082998,1.000002077537374,1.479153910058975e-07,2.3474509281240397,63
-0.00019086422499216575,0.07949062470131815,1.0000003727454854,1.4791555582089707e-07,2.3499312746024392,64
6.038921581645731e-06,0.07921847545947956,0.999999887920108,1.479157199336145e-07,2.3524064476611857,65
-1.0538536339010798e-06,0.07895294099078484,0.9999998799897716,1.4791587827628364e-07,2.354832509914426,66
-2.000064420246483e-08,0.07868662949419912,0.9999998801236573,1.4791603354633432e-07,2.3572716101960816,67
-4.044693699131336e-08,0.07841633504658488,0.9999998802537793,1.479161876109701e-07,2.3597514511998123,68
-5.006406025451867e-08,0.07815531974793538,0.999999878317474,1.4791633305772712e-07,2.362158500832347,69
5.496141155782627e-05,0.07789910792016047,0.99999988012127,1.4791647262697218e-07,2.364531036155932,70
0.0012945448959520208,0.07764442225811817,0.9999915293286443,1.4791659179549098e-07,2.3668959880601044,71
