mean_constant,lengthscale,outputscale,noise,nu,iteration
-0.00020911139171936858,0.38558825382170886,0.9999729655193286,1.3580066766984427e-07,0.5,1
-0.10810339087759445,2.1613438246216683,1.040964770298637,1.6598198701008908e-09,0.5,2
-0.16393316044121722,6.845674308573423,1.7494554697880345,9.054054519824133e-10,0.5,3
-0.05247124807127882,11.754139823087195,2.115083440786838,5.482927854192419e-10,0.5,4
-0.14594409392708238,13.906328672679917,2.061629235028031,3.6303363557643363e-10,0.5,5
-0.2409356933745484,14.345144574251576,2.0030298845060064,2.755032547298304e-10,0.5,6
-0.2751645609195428,15.141049839141447,1.7953289945432878,2.1205398097690705e-10,0.5,7
-0.3198928468953047,16.126763716685634,1.6521420938910496,1.6477444591901768e-10,0.5,8
-0.3890380919296483,15.527772608349437,1.789002509188398,1.442954622508232e-10,0.5,9
-0.4305979104614471,15.14690746900147,1.573996513301693,1.2828891620174614e-10,0.5,10
-0.47372134703088764,14.999721077636046,1.4218952744483775,1.108553237839216e-10,0.5,11
-0.5110094083368428,15.077672811743147,1.324165007673025,9.418662199238584e-11,0.5,12
-0.5481768700058277,15.392166367806976,1.257116274129761,7.956356612591742e-11,0.5,13
-0.584230284831084,15.77850100336278,1.2219672857259904,6.790353782244228e-11,0.5,14
-0.6169063974787988,16.30811964235215,1.1859947084874978,5.783858076167587e-11,0.5,15
-0.6481556071244698,16.920686025672243,1.165010219155391,4.944496340859072e-11,0.5,16
-0.6804657193885225,17.545880326303397,1.1581845681659206,4.274842323646392e-11,0.5,17
-0.7098975659350729,18.226389907221407,1.1468412533625607,3.706881577626602e-11,0.5,18
-0.738627062966565,18.864688851962168,1.1536711415012288,3.252272988933932e-11,0.5,19
-0.7693019448758651,19.230203525156828,1.1944372102514946,2.958684290688867e-11,0.5,20
-0.7963548060374249,19.658618010468455,1.1773146264392582,2.7016965038607363e-11,0.5,21
-0.8234304804124342,20.141512758981566,1.1675000259230324,2.458795628181642e-11,0.5,22
-0.8492903392492818,20.663934418912046,1.163211158204252,2.23378716124875e-11,0.5,23
-0.8739036539265839,21.230460429826362,1.1612839734648412,2.0275584598365366e-11,0.5,24
-0.8981194205012231,21.829293740173945,1.163042118094531,1.8404964435692526e-11,0.5,25
-0.9209748155225376,22.378253429419598,1.1855113293849862,1.6833621973099646e-11,0.5,26
-0.9433315817293111,22.965073058378714,1.1862961082294563,1.5411944661118944e-11,0.5,27
-0.9653740114917237,23.582174738232435,1.190788295136026,1.4097742814645095e-11,0.5,28
-0.9873162549846921,24.126202782024396,1.222766464551021,1.3032320205267928e-11,0.5,29
-1.007480837550953,24.59436840122424,1.2481633835932004,1.2208747491223279e-11,0.5,30
-1.0280700680002315,25.092584736126792,1.2511442867770801,1.1460872986134635e-11,0.5,31
-1.0485443691232894,25.624628017806927,1.2566366172267214,1.0751701933473925e-11,0.5,32
-1.0682655400980379,26.179875586312242,1.2661549381668578,1.0088519793162069e-11,0.5,33
-1.085535205691651,26.695042179788704,1.2939367754581084,9.530377091577593e-12,0.5,34
-1.10397793606961,27.22028489671621,1.3065626403495698,9.031525189936771e-12,0.5,35
-1.1224751789424834,27.770186190470074,1.314745359252599,8.561652306982761e-12,0.5,36
-1.1425854929153296,28.326619795467536,1.328861913607827,8.12450591847862e-12,0.5,37
-1.1608685806706922,28.87083957222699,1.3473074936125564,7.727674873296528e-12,0.5,38
-1.1790818425664091,29.43367395610205,1.3569670115149353,7.34734901199803e-12,0.5,39
-1.1983336465094314,29.981297754080817,1.3721203494391891,6.981695355766662e-12,0.5,40
-1.2166236250067035,30.532618692286036,1.386040487377556,6.63700155902215e-12,0.5,41
-1.2364846228516224,31.06195666405364,1.4058053125432064,6.2969210618813485e-12,0.5,42
-1.2545273234000391,31.59357802059276,1.4201932189050948,5.960782828604344e-12,0.5,43
-1.2722094099430912,32.12983581595174,1.4349454101228873,5.637999399299797e-12,0.5,44
-1.2883737270783093,32.66958019900626,1.4519638487161368,5.33167569639066e-12,0.5,45
-1.3024417033495121,33.2319054737625,1.4668424869352512,5.041273769205821e-12,0.5,46
-1.3186577225033602,33.81372018724832,1.4774791283711104,4.767120568615329e-12,0.5,47
-1.3343078991118131,34.394839518587744,1.4947503454299846,4.511925565755271e-12,0.5,48
-1.3496155722221268,34.989462928190484,1.5060556015286033,4.271975209360566e-12,0.5,49
-1.3649309483910592,35.59624771164885,1.5172521855312593,4.046890497833289e-12,0.5,50
-1.37999358842551,36.207519823767534,1.531595920996432,3.8369479740623905e-12,0.5,51
-1.3929527949148577,36.82879358879579,1.5473441803525518,3.641841210495485e-12,0.5,52
-1.40541952451639,37.46768365811179,1.5641434917687005,3.4609777201166653e-12,0.5,53
-1.4202055976575316,38.11540182012269,1.5769982572506334,3.2926484984598653e-12,0.5,54
-1.4336158090983007,38.769461740092666,1.5921165347368589,3.1352295123490875e-12,0.5,55
-1.4477398650804738,39.43037593933308,1.6061958215865624,2.9879039201375606e-12,0.5,56
-1.462051288564034,40.09633137003724,1.6201668209723807,2.850118601820171e-12,0.5,57
-1.4760938370882242,40.75772498907968,1.6379525923713756,2.7221097203510796e-12,0.5,58
-1.4895949953460503,41.423469661058256,1.6525084769298028,2.601410853186028e-12,0.5,59
-1.5034301624208852,42.09212456964813,1.667623386182068,2.4878878068676377e-12,0.5,60
-1.517068890094317,42.76519742135483,1.6820468160328184,2.3807402788944483e-12,0.5,61
-1.5307684865711064,43.44201193928356,1.6967548693734837,2.279514605285651e-12,0.5,62
-1.544353979707989,44.122595828371985,1.7115905753401057,2.1839080568865127e-12,0.5,63
-1.5579321217812006,44.80377432776517,1.728649730196263,2.0940912437359e-12,0.5,64
-1.5714426830673842,45.48763341515387,1.7444683558821787,2.0091421604484904e-12,0.5,65
-1.584603413846508,46.173270901673376,1.7608364511475658,1.9289845437557597e-12,0.5,66
-1.5976931992553518,46.86272677425089,1.7760289713420823,1.8529214947031863e-12,0.5,67
