mean_constant,lengthscale,outputscale,noise,alpha,iteration
-6.7824473081867e-05,1.1063269491510086,1.0000343298624441,3.846341655088677e-05,7.825326281933193,1
-0.10345017881626138,1.0755061551771172,0.8533445706868609,3.754376182396818e-05,7.821953989687938,2
-0.18695968744585523,1.3688725122232606,0.7435419846163227,1.8440839173701658e-05,7.870127357169151,3
-0.33081397526735873,1.991483156294274,0.6237284673198689,2.1103029127289124e-06,8.1687070317854,4
-0.4360428166122792,2.2200408004868786,0.5411164545891763,9.441349366347693e-07,8.642869870730678,5
-0.47965114725657687,2.09010889271393,0.49767284613625895,6.169471521712845e-07,9.041131510677333,6
-0.5783244703452654,2.302683465172019,0.4693731771097628,4.3553369371279007e-07,9.558308456802031,7
-0.6248551081538666,2.28826390545863,0.4195098429933,3.2550181238893064e-07,10.057807909710055,8
-0.6859394663737289,2.3487614867888773,0.37797998178189646,2.434523357045296e-07,10.535601418465383,9
-0.7390652802793826,2.4288263116922746,0.35337861275125526,1.850124482735106e-07,11.00161636282293,10
-0.7728862207928512,2.408198791946942,0.32794874091630155,1.4584232702743038e-07,11.434860797896084,11
-0.8106580808927005,2.4288135436760276,0.3055962278039933,1.1741368958667866e-07,11.849941051883002,12
-0.8416820416061183,2.392926237811315,0.2864989083400615,9.668341838832462e-08,12.238998053835523,13
-0.8751086281864185,2.3899787748635983,0.2692176564279042,8.014690651317885e-08,12.615977276795773,14
-0.9473468188872534,2.5146880420262705,0.28908783217113543,6.633297065535483e-08,13.068497035728436,15
-0.9820210706697684,2.527958178799482,0.27361023417360897,5.5412999674816906e-08,13.505883034100922,16
-1.0177052510880742,2.5443360921989417,0.2598981871761771,4.656598411157063e-08,13.92467798949207,17
-1.0529107636621993,2.566132613557171,0.24929297531362204,3.944398276436955e-08,14.329579050671095,18
-1.0790528193921782,2.5674982841493863,0.23868642302281562,3.384600635688029e-08,14.715162953229427,19
-1.1152824757311361,2.5953750913580884,0.2325100021854428,2.9323953822730265e-08,15.093648598410043,20
-1.142005233028353,2.602570918692804,0.22432757109697937,2.5675211354160653e-08,15.45869450983864,21
