iteration,best_obj_val
1,-21.144573886654126
2,-21.144573886654126
3,-21.144573886654126
4,-19.978625978425814
5,-19.978625978425814
6,-19.978625978425814
7,-19.978625978425814
8,-19.978625978425814
9,-19.978625978425814
10,-19.978625978425814
11,-19.978625978425814
12,-19.978625978425814
13,-19.978625978425814
14,-19.978625978425814
15,-19.978625978425814
16,-19.978625978425814
17,-19.978625978425814
18,-19.978625978425814
19,-19.978625978425814
20,-19.978625978425814
21,-19.978625978425814
22,-19.978625978425814
23,-19.978625978425814
24,-19.978625978425814
25,-19.978625978425814
26,-19.978625978425814
27,-19.978625978425814
28,-19.978625978425814
29,-19.978625978425814
30,-19.978625978425814
31,-19.978625978425814
32,-19.978625978425814
33,-19.978625978425814
34,-19.978625978425814
35,-19.978625978425814
36,-19.978625978425814
37,-19.978625978425814
38,-19.978625978425814
39,-19.978625978425814
40,-19.978625978425814
41,-19.978625978425814
42,-19.978625978425814
43,-19.978625978425814
44,-19.978625978425814
45,-19.978625978425814
46,-19.978625978425814
47,-19.978625978425814
48,-19.978625978425814
49,-19.978625978425814
50,-19.978625978425814
51,-19.978625978425814
52,-19.978625978425814
53,-19.978625978425814
54,-19.978625978425814
55,-19.978625978425814
56,-19.978625978425814
57,-19.978625978425814
58,-19.978625978425814
59,-19.978625978425814
60,-19.978625978425814
61,-19.978625978425814
62,-19.978625978425814
63,-19.978625978425814
64,-19.978625978425814
65,-19.978625978425814
66,-19.978625978425814
67,-19.978625978425814
68,-19.978625978425814
69,-19.978625978425814
70,-19.978625978425814
71,-19.978625978425814
72,-19.978625978425814
73,-19.978625978425814
74,-19.978625978425814
75,-19.978625978425814
76,-19.978625978425814
77,-19.978625978425814
78,-19.978625978425814
79,-19.978625978425814
80,-19.978625978425814
81,-19.978625978425814
82,-19.978625978425814
83,-19.978625978425814
84,-19.978625978425814
85,-19.978625978425814
86,-19.978625978425814
87,-19.978625978425814
88,-19.978625978425814
89,-19.978625978425814
90,-19.978625978425814
91,-19.978625978425814
92,-19.978625978425814
93,-19.978625978425814
94,-19.978625978425814
95,-19.978625978425814
96,-19.978625978425814
97,-19.978625978425814
98,-19.978625978425814
99,-19.978625978425814
100,-19.978625978425814
101,-19.978625978425814
102,-19.978625978425814
103,-19.978625978425814
104,-19.978625978425814
105,-19.978625978425814
106,-19.978625978425814
107,-19.978625978425814
108,-19.978625978425814
109,-19.978625978425814
110,-19.978625978425814
111,-19.978625978425814
112,-19.978625978425814
113,-19.978625978425814
114,-19.978625978425814
115,-19.978625978425814
116,-19.978625978425814
117,-19.978625978425814
118,-19.978625978425814
119,-19.978625978425814
120,-19.978625978425814
121,-19.978625978425814
122,-19.978625978425814
123,-19.978625978425814
124,-19.978625978425814
125,-19.978625978425814
126,-19.978625978425814
127,-19.978625978425814
128,-19.978625978425814
129,-19.978625978425814
130,-19.978625978425814
131,-19.978625978425814
132,-19.978625978425814
133,-19.978625978425814
134,-19.978625978425814
135,-19.978625978425814
136,-19.978625978425814
137,-19.978625978425814
138,-19.978625978425814
139,-19.978625978425814
140,-19.978625978425814
141,-19.978625978425814
142,-19.978625978425814
143,-19.978625978425814
144,-19.978625978425814
145,-19.978625978425814
146,-19.978625978425814
147,-19.978625978425814
148,-19.978625978425814
149,-19.978625978425814
150,-19.978625978425814
151,-19.978625978425814
152,-19.978625978425814
153,-19.978625978425814
154,-19.978625978425814
155,-19.978625978425814
156,-19.978625978425814
157,-19.978625978425814
158,-19.978625978425814
159,-19.978625978425814
160,-19.978625978425814
161,-19.978625978425814
162,-19.978625978425814
163,-19.978625978425814
164,-19.978625978425814
165,-19.978625978425814
166,-19.978625978425814
167,-19.978625978425814
168,-19.978625978425814
169,-19.978625978425814
170,-19.978625978425814
171,-19.978625978425814
172,-19.978625978425814
173,-19.978625978425814
174,-19.978625978425814
175,-19.978625978425814
176,-19.978625978425814
177,-19.978625978425814
178,-19.978625978425814
179,-19.978625978425814
180,-19.978625978425814
181,-19.978625978425814
182,-19.978625978425814
183,-19.978625978425814
184,-19.978625978425814
185,-19.978625978425814
186,-19.978625978425814
187,-19.978625978425814
188,-19.978625978425814
189,-19.978625978425814
190,-19.978625978425814
191,-19.978625978425814
192,-19.978625978425814
193,-19.978625978425814
194,-19.978625978425814
195,-19.978625978425814
196,-19.978625978425814
197,-19.978625978425814
198,-19.978625978425814
199,-19.978625978425814
200,-19.978625978425814
201,-19.978625978425814
202,-19.978625978425814
203,-19.978625978425814
204,-19.978625978425814
205,-19.978625978425814
206,-19.978625978425814
207,-19.978625978425814
208,-19.978625978425814
209,-19.978625978425814
210,-19.978625978425814
211,-19.978625978425814
212,-19.978625978425814
213,-19.978625978425814
214,-19.978625978425814
215,-19.978625978425814
216,-19.978625978425814
217,-19.978625978425814
218,-19.978625978425814
219,-19.978625978425814
220,-19.978625978425814
221,-19.978625978425814
222,-19.978625978425814
223,-19.978625978425814
224,-19.978625978425814
225,-19.978625978425814
226,-19.978625978425814
227,-19.978625978425814
228,-19.978625978425814
229,-19.978625978425814
230,-19.978625978425814
231,-19.978625978425814
232,-19.978625978425814
233,-19.978625978425814
234,-19.978625978425814
235,-19.978625978425814
236,-19.978625978425814
237,-19.978625978425814
238,-19.978625978425814
239,-19.978625978425814
240,-19.978625978425814
241,-19.978625978425814
242,-19.978625978425814
243,-19.978625978425814
244,-19.978625978425814
245,-19.978625978425814
246,-19.978625978425814
247,-19.978625978425814
248,-19.978625978425814
249,-19.978625978425814
250,-19.978625978425814
251,-19.978625978425814
252,-19.978625978425814
253,-19.978625978425814
254,-19.978625978425814
255,-19.978625978425814
256,-19.978625978425814
257,-19.978625978425814
258,-19.978625978425814
259,-19.978625978425814
