mean_constant,lengthscale,outputscale,noise,nu,iteration
-7.243975663654819e-05,0.4034303232157956,0.9999962970083309,1.3946532201844405e-07,0.5,1
-0.0874557170519687,1.409471786602609,0.9559531512008604,3.1900070330345775e-09,0.5,2
-0.22943668402085274,6.05343060479804,1.6073603976718847,1.702902036937278e-09,0.5,3
-0.18559397599251634,1.8409732102152565,0.9507205724318128,1.266712418929705e-09,0.5,4
-0.30260914826096197,2.5530811574886476,0.9328813961930373,9.64041243921981e-10,0.5,5
-0.3943799718851867,3.0170906875134134,0.8984520278703954,7.048036019661745e-10,0.5,6
-0.4611112364795662,3.0941589462909205,0.8442862280685094,5.364585892428436e-10,0.5,7
-0.5229886049157071,3.4525879498592627,0.8148516422527141,4.0312413120644405e-10,0.5,8
-0.5803344146172019,3.9272102787720637,0.8013933865997719,2.9999324469530424e-10,0.5,9
-0.6428330531648722,4.179247615154762,0.7785920515855387,2.2990605853063178e-10,0.5,10
-0.705200577772086,4.590344614006293,0.7691614607926927,1.7758582728778956e-10,0.5,11
-0.7642976892081419,4.794277226873496,0.7552262506661578,1.4121501267318465e-10,0.5,12
-0.8197653940316179,5.325083538461126,0.7641883595342699,1.1273617121383257e-10,0.5,13
-0.8655346110286853,5.705153184916026,0.7617230988418757,9.102312627381624e-11,0.5,14
-0.9072610932464367,6.286387159328826,0.7695265080452458,7.401877986823646e-11,0.5,15
-0.9502903816832337,6.577365921355523,0.7667849154729414,6.13782656052736e-11,0.5,16
-0.9909655545334133,7.030868474985255,0.7729150192694123,5.1325532129804863e-11,0.5,17
-1.026576581057831,7.598041809439956,0.7817984968234709,4.312796575921632e-11,0.5,18
-1.060803020365458,8.127238908169124,0.7922601708776068,3.6613299678613496e-11,0.5,19
-1.094392231752492,8.680697961389507,0.7987652506017281,3.132536817734961e-11,0.5,20
-1.1271599726937795,9.237060716370568,0.8080933213274165,2.702568740764104e-11,0.5,21
-1.1575950609688084,9.708813609284093,0.8197964021862634,2.3585635349696498e-11,0.5,22
-1.1846407353983475,10.270850378851193,0.8299972574398919,2.070435072269073e-11,0.5,23
-1.2106501472507842,10.872835869895548,0.8431841805116317,1.828114096593149e-11,0.5,24
-1.2387534452822304,11.46620426640577,0.8551277262000281,1.6235723564516608e-11,0.5,25
-1.2658582283788875,12.051241280787904,0.866387318750362,1.4500220795654087e-11,0.5,26
-1.2919753988002591,12.628046230748456,0.8773424432724954,1.3020146388997824e-11,0.5,27
-1.3175877934617202,13.18981018019528,0.890703399170063,1.175782634527108e-11,0.5,28
-1.3418886781068171,13.719146319607841,0.9070570979627071,1.0680786767808595e-11,0.5,29
-1.3642514374061419,14.281318277277993,0.921474979043455,9.738239319798576e-12,0.5,30
-1.3854688802973834,14.882206228747792,0.9366474777453725,8.907148929113633e-12,0.5,31
-1.4077319237847596,15.498446053410701,0.9497003835696468,8.170759099352597e-12,0.5,32
-1.4284583439717826,16.111519837949317,0.9676704909774874,7.522686003199704e-12,0.5,33
-1.4479988002502215,16.743462438650766,0.9828932684282514,6.945879881079814e-12,0.5,34
-1.468589297556047,17.379057341878482,0.9973044576471055,6.429828304822365e-12,0.5,35
-1.487604242913144,17.99969199832376,1.0161965495180536,5.971414313617077e-12,0.5,36
-1.507320321325019,18.623907141180204,1.0291408842792382,5.55803142233039e-12,0.5,37
-1.5260683455321409,19.253082546878336,1.0434983375693025,5.1839134635575305e-12,0.5,38
-1.5445368113930678,19.86859802160922,1.0626929655409432,4.848135671709857e-12,0.5,39
-1.56266913781713,20.474039672818993,1.0832023119849024,4.545332893111367e-12,0.5,40
-1.5798806598087556,21.098612136661664,1.0984759770031578,4.26744595058246e-12,0.5,41
-1.5954677677385931,21.728763470358814,1.1193947994832238,4.01473155693949e-12,0.5,42
-1.6102308128331984,22.384302260001807,1.135973099823036,3.782204532010226e-12,0.5,43
-1.6250512495819405,23.042541494446358,1.1593372573363752,3.570532195902645e-12,0.5,44
-1.6386619147126014,23.72723892501302,1.1767727497512854,3.3746903321042623e-12,0.5,45
-1.6532574305580297,24.40585762735204,1.201157162780851,3.1954837708873232e-12,0.5,46
-1.6675751949409763,25.099294590403083,1.2167090973826218,3.0284218520881258e-12,0.5,47
-1.6799591090914212,25.798121488840604,1.2382955018114352,2.8741364196581856e-12,0.5,48
