iteration,best_obj_val
1,-322.4028986134298
2,-322.4028985794475
3,-322.4028985794475
4,-322.4028985794475
5,-322.4028985794475
6,-319.11722750521966
7,-314.0724817620642
8,-314.0724817620642
9,-313.8049436722282
10,-313.8049436722282
11,-313.8049436722282
12,-313.8049436722282
13,-313.697892412011
14,-313.697892412011
15,-312.6383980571356
16,-312.6383980571356
17,-312.6383980571356
18,-312.6383980571356
19,-312.6383980571356
20,-312.6383980571356
21,-312.6383980571356
22,-309.1046712174651
23,-309.1046712174651
24,-307.1014808499311
25,-307.1014808499311
26,-301.37978494630016
27,-301.37978494630016
28,-301.37978494630016
29,-301.37978494630016
30,-301.37978494630016
31,-301.37978494630016
32,-299.7654887555446
33,-299.7654887555446
34,-299.7654887555446
35,-299.7654887555446
36,-299.7654887555446
37,-298.8274352893041
38,-298.8274352893041
39,-298.8274352893041
40,-298.8274352893041
41,-298.8274352893041
42,-298.8274352893041
43,-298.8274352893041
44,-298.8274352893041
45,-298.8274352893041
46,-297.8992592271756
47,-296.9076432467285
48,-296.9076432467285
49,-296.9076432467285
50,-293.23485471966893
51,-293.23485471966893
52,-293.23485471966893
53,-293.23485471966893
54,-293.23485471966893
55,-293.23485471966893
56,-293.23485471966893
57,-293.23485471966893
58,-293.23485471966893
59,-291.5520233163961
60,-291.5520233163961
61,-291.5520233163961
62,-288.6320289653646
63,-288.6320289653646
64,-287.1215836263091
65,-287.1215836263091
66,-283.44050358665595
67,-283.44050358665595
68,-283.44050358665595
69,-283.44050358665595
70,-283.44050358665595
71,-283.44050358665595
72,-283.15486109248275
73,-283.15486109248275
74,-278.58436464816543
75,-278.58436464816543
76,-278.58436464816543
77,-278.58436464816543
78,-278.58436464816543
79,-278.58436464816543
80,-278.58436464816543
81,-278.58436464816543
82,-276.7889492437147
83,-276.7889492437147
84,-276.7889492437147
85,-276.7889492437147
86,-276.7889492437147
87,-275.46904237094935
88,-275.46904237094935
89,-275.46904237094935
90,-273.16533811982833
91,-273.16533811982833
92,-273.16533811982833
93,-273.16533811982833
94,-273.16533811982833
95,-273.16533811982833
96,-273.16533811982833
97,-273.16533811982833
98,-272.5132851411421
99,-271.2623112527417
100,-271.2623112527417
101,-271.2623112527417
102,-271.2623112527417
103,-269.4778811147004
104,-269.4778811147004
105,-269.4778811147004
106,-269.4778811147004
107,-269.4778811147004
108,-269.4778811147004
109,-269.4778811147004
110,-269.4778811147004
111,-269.4778811147004
112,-269.4778811147004
113,-269.4778811147004
114,-269.4778811147004
115,-269.4778811147004
116,-269.4778811147004
117,-269.4778811147004
118,-269.4778811147004
119,-268.5352867781696
120,-268.5352867781696
121,-268.5352867781696
122,-268.5352867781696
123,-266.8365938633795
124,-266.222134183617
125,-266.222134183617
126,-266.222134183617
127,-266.222134183617
128,-265.1065886021275
129,-265.1065886021275
130,-264.20098060192925
131,-264.20098060192925
132,-262.01547249934083
133,-262.01547249934083
134,-262.01547249934083
135,-262.01547249934083
136,-262.01547249934083
137,-262.01547249934083
138,-262.01547249934083
139,-262.01547249934083
140,-262.01547249934083
141,-262.01547249934083
142,-262.01547249934083
143,-261.7317340289176
144,-261.7317340289176
145,-261.7317340289176
146,-261.7317340289176
147,-261.7317340289176
148,-261.48504081736417
149,-261.48504081736417
150,-260.11491852509806
151,-260.11491852509806
152,-259.5590290440705
153,-259.5590290440705
154,-259.5590290440705
155,-258.8559986364496
156,-258.8559986364496
157,-258.8559986364496
158,-258.8462054943745
159,-258.8462054943745
160,-258.8462054943745
161,-258.8462054943745
162,-257.66002068371546
163,-257.66002068371546
164,-257.66002068371546
165,-257.2378685218232
166,-257.2378685218232
167,-255.61239587623217
168,-255.28107847981505
169,-255.28107847981505
170,-255.28107847981505
171,-255.11358847792306
172,-254.06274163424172
173,-254.06274163424172
174,-254.06274163424172
175,-254.06274163424172
176,-254.06274163424172
177,-253.67990958257718
178,-253.67990958257718
179,-253.67990958257718
180,-253.67990958257718
181,-253.67990958257718
182,-253.67990958257718
183,-253.67990958257718
184,-253.67990958257718
185,-252.85305413334905
186,-252.58233912972042
187,-252.58233912972042
188,-252.58233912972042
189,-252.58233912972042
190,-252.58233912972042
191,-252.21101147809318
192,-252.21101147809318
193,-252.21101147809318
194,-252.21101147809318
195,-252.21101147809318
196,-252.21101147809318
197,-251.9450166796929
198,-251.9450166796929
199,-251.50448575611176
200,-251.50448575611176
201,-250.89656183274894
202,-250.89656183274894
203,-250.89656183274894
204,-249.4952318471245
205,-249.4952318471245
206,-249.4952318471245
207,-249.4952318471245
208,-249.24303429354825
209,-248.72992279563493
210,-248.62509184128277
211,-248.62509184128277
212,-248.14478509111186
213,-248.14478509111186
214,-248.14478509111186
