iteration,best_obj_val
1,-197626.06385064498
2,-197626.06385064498
3,-197626.06385064498
4,-108655.79092927527
5,-108655.79092927527
6,-105336.6015392538
7,-105336.6015392538
8,-105336.6015392538
9,-105336.6015392538
10,-104526.87357215649
11,-88230.87157117021
12,-88230.87157117021
13,-88230.87157117021
14,-88230.87157117021
15,-88230.87157117021
16,-88230.87157117021
17,-88230.87157117021
18,-88230.87157117021
19,-87295.20650158083
20,-83007.07376384852
21,-83007.07376384852
22,-83007.07376384852
23,-83007.07376384852
24,-83007.07376384852
25,-83007.07376384852
26,-83007.07376384852
27,-82282.39969573692
28,-82282.39969573692
29,-82282.39969573692
30,-82282.39969573692
31,-77184.50689574947
32,-77184.50689574947
33,-75623.27202485967
34,-75259.65397263318
35,-75259.65397263318
36,-71621.18739427635
37,-71621.18739427635
38,-71621.18739427635
39,-71621.18739427635
40,-71621.18739427635
41,-67521.94809645058
42,-61743.42017731419
43,-61743.42017731419
44,-61743.42017731419
45,-61743.42017731419
46,-61743.42017731419
47,-61743.42017731419
48,-61743.42017731419
49,-61743.42017731419
50,-61743.42017731419
51,-61743.42017731419
52,-54541.73210404786
53,-54541.73210404786
54,-54541.73210404786
55,-54541.73210404786
56,-54541.73210404786
57,-54541.73210404786
58,-51000.49752936876
59,-51000.49752936876
60,-51000.49752936876
61,-51000.49752936876
62,-51000.49752936876
63,-51000.49752936876
64,-51000.49752936876
65,-51000.49752936876
66,-51000.49752936876
67,-48232.145711181176
68,-48232.145711181176
69,-48232.145711181176
70,-45986.38729980362
71,-45986.38729980362
72,-45986.38729980362
73,-45986.38729980362
74,-45986.38729980362
75,-45986.38729980362
76,-45986.38729980362
77,-45986.38729980362
78,-44350.8863568519
79,-44350.8863568519
80,-44350.8863568519
81,-44350.8863568519
82,-44350.8863568519
83,-44218.54812216115
84,-41940.73541870952
85,-41940.73541870952
86,-41940.73541870952
87,-41940.73541870952
88,-41940.73541870952
89,-41940.73541870952
90,-41940.73541870952
91,-41940.73541870952
92,-41940.73541870952
93,-41373.59275548197
94,-41373.59275548197
95,-41373.59275548197
96,-41373.59275548197
97,-41373.59275548197
98,-41373.59275548197
99,-39309.270639321854
100,-38707.99962284276
101,-37783.5670100442
102,-37783.5670100442
103,-37783.5670100442
104,-37783.5670100442
105,-37783.5670100442
106,-36417.379928804585
107,-36417.379928804585
108,-36417.379928804585
